res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
33,Iowa State,Big 12,2.55,7-5,7,5,12.5,24,5.4,34,4.5,,
34,West Virginia,Big 12,1.67,7-5,7,5,8.4,36,6.0,32,4.3,,
35,Florida Atlantic,Conference USA,1.32,10-3,10,3,4.6,49,0.4,52,-8.4,,
36,San Diego State,Mountain West,1.29,10-2,10,2,2.4,55,5.1,35,-8.5,,
37,Florida State,ACC,0.82,6-6,6,6,8.3,37,4.3,37,7.6,,
38,Texas A&M,SEC,0.5,7-5,7,5,5.5,44,4.2,38,3.2,,
39,Missouri,SEC,0.44,7-5,7,5,9.8,28,0.7,49,1.4,,
40,Purdue,Big Ten,0.33,6-6,6,6,9.7,30,0.9,48,6.3,,
41,Troy,Sun Belt,0.27,10-2,10,2,0.5,61,5.8,33,-10.5,,
42,South Florida,American Athletic,0.17,9-2,9,2,7.2,38,4.4,36,-9.3,,
43,Arizona State,Pac-12,0.14,7-5,7,5,4.1,50,1.2,46,3.9,,
44,Kansas State,Big 12,0.11,7-5,7,5,4.7,48,4.1,39,2.6,,
45,Texas,Big 12,0.06,6-6,6,6,10.1,26,1.5,42,5.1,,
46,Oregon,Pac-12,-0.01,7-5,7,5,8.8,35,0.4,51,0.8,,
47,Fresno State,Mountain West,-0.02,9-4,9,4,1.6,58,1.3,43,-5.5,,
48,Texas Tech,Big 12,-0.65,6-6,6,6,6.1,41,1.2,45,5.6,,
49,Army,FBS Independents,-0.87,9-3,9,3,-0.3,65,1.3,44,-6.8,,
50,Kentucky,SEC,-0.98,7-5,7,5,-1.0,68,1.8,40,3.6,,
51,Georgia Tech,ACC,-1.29,5-6,5,6,9.2,33,1.0,47,7.1,,
52,Duke,ACC,-1.52,6-6,6,6,5.0,46,0.3,54,4.0,,
53,UCLA,Pac-12,-1.58,6-6,6,6,3.3,53,0.5,50,4.8,,
54,Arizona,Pac-12,-1.62,7-5,7,5,5.5,45,0.2,57,-1.8,,
55,Houston,American Athletic,-2.26,7-4,7,4,3.9,51,0.3,53,-2.7,,
56,Virginia,ACC,-2.43,6-6,6,6,1.5,59,0.3,55,3.5,,
57,Utah,Pac-12,-2.48,6-6,6,6,6.4,40,0.1,61,0.4,,
58,North Texas,Conference USA,-2.53,9-4,9,4,-6.5,89,0.2,56,-7.5,,
59,Ole Miss,SEC,-2.79,6-6,6,6,2.3,57,0.2,59,2.0,,
60,Ohio,Mid-American,-2.83,8-4,8,4,2.3,56,0.0,113,-8.5,,
61,SMU,American Athletic,-2.96,7-5,7,5,-0.3,66,0.1,65,-2.1,,
62,Pittsburgh,ACC,-3.06,5-7,5,7,6.1,42,0.1,66,4.1,,
63,Indiana,Big Ten,-3.22,5-7,5,7,5.7,43,0.1,63,3.9,,
64,Navy,American Athletic,-3.48,6-6,6,6,0.4,62,0.0,87,1.2,,
65,Northern Illinois,Mid-American,-3.52,8-4,8,4,-1.2,69,0.1,64,-8.4,,
66,Central Michigan,Mid-American,-3.74,8-4,8,4,-3.5,78,0.1,60,-7.6,,
67,App State,Sun Belt,-3.94,8-4,8,4,-2.0,71,0.0,107,-9.1,,
68,Florida,SEC,-4.28,4-7,4,7,4.8,47,0.0,91,6.6,,
69,Minnesota,Big Ten,-4.92,5-7,5,7,-1.0,67,0.0,111,3.1,,
70,Syracuse,ACC,-4.93,4-8,4,8,0.9,60,0.1,62,7.1,,
71,California,Pac-12,-5.03,5-7,5,7,0.1,63,0.0,98,2.1,,
72,Vanderbilt,SEC,-5.17,5-7,5,7,-2.0,72,0.0,67,3.0,,
73,Nebraska,Big Ten,-5.42,4-8,4,8,-2.7,74,0.0,118,7.9,,
74,Maryland,Big Ten,-5.44,4-8,4,8,-4.5,81,0.2,58,8.9,,
75,Arkansas,SEC,-5.44,4-8,4,8,-0.2,64,0.0,106,6.3,,
76,Temple,American Athletic,-5.56,6-6,6,6,-2.9,75,0.0,79,-2.8,,
77,Southern Miss,Conference USA,-5.76,8-4,8,4,-4.6,82,0.0,73,-12.8,,
78,Florida International,Conference USA,-5.79,8-4,8,4,-9.9,101,0.0,90,-9.6,,
79,Colorado State,Mountain West,-5.98,7-5,7,5,-3.3,77,0.0,94,-9.0,,
80,Akron,Mid-American,-6.34,7-6,7,6,-11.5,105,0.0,119,-5.0,,
81,Marshall,Conference USA,-6.35,7-5,7,5,-4.4,79,0.0,124,-9.4,,
82,Wyoming,Mountain West,-6.55,7-5,7,5,-6.8,90,0.0,130,-8.5,,
83,Tennessee,SEC,-6.73,4-8,4,8,-4.8,83,0.0,81,5.4,,
84,Colorado,Pac-12,-6.79,5-7,5,7,-4.5,80,0.0,95,-0.2,,
85,UAB,Conference USA,-6.94,8-4,8,4,-7.9,95,0.0,82,-14.2,,
86,Arkansas State,Sun Belt,-7.04,7-4,7,4,-2.3,73,0.0,105,-12.7,,
87,Rutgers,Big Ten,-7.31,4-8,4,8,-6.9,91,0.0,69,5.0,,
88,Tulane,American Athletic,-7.82,5-7,5,7,-6.1,86,0.0,84,-2.2,,
89,Utah State,Mountain West,-7.89,6-6,6,6,-6.3,87,0.0,68,-7.5,,
90,Louisiana Tech,Conference USA,-8.18,6-6,6,6,-5.9,85,0.0,125,-8.6,,
91,Western Michigan,Mid-American,-8.28,6-6,6,6,-8.0,96,0.0,71,-7.6,,
92,North Carolina,ACC,-8.41,3-9,3,9,-3.0,76,0.0,114,4.6,,
93,Buffalo,Mid-American,-8.71,6-6,6,6,-7.6,94,0.0,100,-9.1,,
94,Middle Tennessee,Conference USA,-8.99,6-6,6,6,-7.1,93,0.0,120,-10.2,,
95,New Mexico State,Sun Belt,-9.64,6-6,6,6,-8.9,98,0.0,115,-11.0,,
96,Air Force,Mountain West,-9.65,5-7,5,7,-10.2,102,0.0,86,-5.0,,
97,Eastern Michigan,Mid-American,-9.76,5-7,5,7,-6.5,88,0.0,92,-7.6,,
98,UTSA,Conference USA,-9.93,6-5,6,5,-8.0,97,0.0,75,-12.4,,
99,Miami (OH),Mid-American,-10.36,5-7,5,7,-6.9,92,0.0,122,-9.1,,
100,Georgia State,Sun Belt,-10.7,6-5,6,5,-12.6,108,0.0,99,-11.8,,
101,BYU,FBS Independents,-11.12,4-9,4,9,-10.8,104,0.0,104,-3.7,,
102,Cincinnati,American Athletic,-11.18,4-8,4,8,-11.9,106,0.0,97,-3.2,,
103,Western Kentucky,Conference USA,-11.27,6-6,6,6,-13.0,111,0.0,72,-13.2,,
104,Baylor,Big 12,-11.47,1-11,1,11,-1.8,70,0.0,102,5.4,,
105,UNLV,Mountain West,-11.52,5-7,5,7,-12.4,107,0.0,77,-9.1,,
106,Massachusetts,FBS Independents,-11.72,4-8,4,8,-5.2,84,0.0,123,-8.9,,
107,Illinois,Big Ten,-11.74,2-10,2,10,-9.1,99,0.0,129,3.9,,
108,UConn,American Athletic,-12.53,3-9,3,9,-13.2,112,0.0,80,-1.1,,
109,UL Monroe,Sun Belt,-12.62,4-8,4,8,-14.8,115,0.0,78,-5.6,,
110,Old Dominion,Conference USA,-12.93,5-7,5,7,-19.7,123,0.0,112,-8.7,,
111,Louisiana,Sun Belt,-13.28,5-7,5,7,-18.9,122,0.0,126,-10.2,,
112,Kansas,Big 12,-13.5,1-11,1,11,-13.0,110,0.0,128,6.4,,
113,Nevada,Mountain West,-13.5,3-9,3,9,-10.8,103,0.0,117,-5.4,,
114,East Carolina,American Athletic,-13.52,3-9,3,9,-18.2,120,0.0,93,-0.9,,
115,Tulsa,American Athletic,-13.57,2-10,2,10,-9.3,100,0.0,83,-1.3,,
116,South Alabama,Sun Belt,-13.91,4-8,4,8,-17.0,119,0.0,74,-8.0,,
117,Idaho,Sun Belt,-14.25,4-8,4,8,-14.7,113,0.0,121,-10.4,,
118,Oregon State,Pac-12,-14.66,1-11,1,11,-12.8,109,0.0,110,2.9,,
119,New Mexico,Mountain West,-14.89,3-9,3,9,-16.9,118,0.0,116,-5.7,,
120,Bowling Green,Mid-American,-16.13,2-10,2,10,-15.4,116,0.0,101,-5.0,,
121,Coastal Carolina,Sun Belt,-16.16,3-9,3,9,-15.9,117,0.0,96,-10.0,,
122,Hawai'i,Mountain West,-16.19,3-9,3,9,-18.8,121,0.0,109,-8.3,,
123,Georgia Southern,Sun Belt,-16.43,2-10,2,10,-14.7,114,0.0,108,-6.3,,
124,Kent State,Mid-American,-16.72,2-10,2,10,-21.3,124,0.0,127,-3.1,,
125,San José State,Mountain West,-18.57,2-11,2,11,-26.8,128,0.0,70,-5.1,,
126,Texas State,Sun Belt,-19.23,2-10,2,10,-22.1,126,0.0,85,-9.9,,
127,Ball State,Mid-American,-19.42,2-10,2,10,-26.1,127,0.0,103,-8.0,,
128,Rice,Conference USA,-19.5,1-11,1,11,-21.4,125,0.0,88,-5.9,,
129,Charlotte,Conference USA,-21.56,1-11,1,11,-27.1,129,0.0,89,-8.4,,
130,UTEP,Conference USA,-22.12,0-12,0,12,-27.9,130,0.0,76,-4.3,,
