res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
38,Arkansas,SEC,1.5,7-5,7,5,3.4,54,11.7,28,5.0,,
39,BYU,FBS Independents,1.36,8-4,8,4,7.6,30,3.1,41,-0.8,,
40,San Diego State,Mountain West,1.16,10-3,10,3,4.7,47,0.4,55,-9.1,,
41,Navy,American Athletic,1.1,9-4,9,4,2.4,59,1.3,43,-2.8,25.0,-16.0
42,Kansas State,Big 12,0.9,8-4,8,4,6.1,38,4.6,38,-1.6,,
43,Toledo,Mid-American,0.4,9-3,9,3,6.1,39,1.7,42,-7.4,,
44,App State,Sun Belt,-0.47,9-3,9,3,4.6,48,0.9,48,-8.7,,
45,Kentucky,SEC,-0.73,7-5,7,5,0.7,63,3.1,40,2.9,,
46,Georgia,SEC,-0.75,7-5,7,5,3.3,55,1.2,44,1.7,,
47,Memphis,American Athletic,-0.76,8-4,8,4,3.7,52,0.8,51,-3.7,,
48,Air Force,Mountain West,-0.8,9-3,9,3,0.7,64,1.0,47,-7.1,,
49,Northwestern,Big Ten,-0.92,6-6,6,6,8.1,29,0.7,52,3.4,,
50,NC State,ACC,-1.59,6-6,6,6,7.1,34,0.4,53,2.2,,
51,Ole Miss,SEC,-2.02,5-7,5,7,4.9,45,0.8,49,7.5,,
52,Wyoming,Mountain West,-2.13,8-5,8,5,-2.3,73,0.1,64,-3.5,,
53,Indiana,Big Ten,-2.24,6-6,6,6,3.5,53,0.3,56,2.7,,
54,Colorado State,Mountain West,-2.35,7-5,7,5,3.8,51,0.2,60,-3.0,,
55,Vanderbilt,SEC,-2.63,6-6,6,6,3.2,56,0.2,58,1.8,,
56,Mississippi State,SEC,-3.0,5-7,5,7,5.6,41,0.1,65,4.4,,
57,Troy,Sun Belt,-3.14,9-3,9,3,-6.9,91,1.0,46,-8.9,,
58,Louisiana Tech,Conference USA,-3.21,8-5,8,5,1.6,60,0.0,110,-9.2,,
59,TCU,Big 12,-3.22,6-6,6,6,4.2,49,0.0,75,-0.5,,
60,Maryland,Big Ten,-3.24,6-6,6,6,-0.5,67,0.8,50,2.3,,
61,California,Pac-12,-3.32,5-7,5,7,1.1,62,0.2,57,6.4,,
62,South Carolina,SEC,-3.98,6-6,6,6,-1.5,68,0.2,61,1.0,,
63,Old Dominion,Conference USA,-4.01,9-3,9,3,-6.9,92,1.2,45,-11.5,,
64,New Mexico,Mountain West,-4.13,8-4,8,4,-3.1,75,0.1,62,-8.8,,
65,UCLA,Pac-12,-4.18,4-8,4,8,6.5,35,0.0,79,5.6,,
66,UCF,American Athletic,-4.31,6-6,6,6,3.0,57,0.0,78,-2.9,,
67,Ohio,Mid-American,-4.36,8-5,8,5,-4.5,78,0.0,114,-8.5,,
68,Baylor,Big 12,-4.51,6-6,6,6,1.4,61,0.0,88,-2.4,,
69,Oregon State,Pac-12,-4.74,4-8,4,8,3.9,50,0.0,119,5.7,,
70,Idaho,Sun Belt,-4.9,8-4,8,4,-8.3,98,0.4,54,-7.7,,
71,Wake Forest,ACC,-4.92,6-6,6,6,-4.7,80,0.1,66,0.4,,
72,Boston College,ACC,-5.11,6-6,6,6,-3.9,76,0.2,59,-0.7,,
73,Middle Tennessee,Conference USA,-5.17,8-4,8,4,-4.9,81,0.0,96,-10.6,,
74,Notre Dame,FBS Independents,-5.3,4-8,4,8,5.5,43,0.0,113,3.0,,
75,Arizona State,Pac-12,-5.36,5-7,5,7,-5.1,82,0.1,67,4.6,,
76,Texas,Big 12,-5.5,5-7,5,7,0.4,65,0.0,70,0.6,,
77,Oregon,Pac-12,-5.59,4-8,4,8,0.4,66,0.1,63,5.5,,
78,Arkansas State,Sun Belt,-5.96,7-5,7,5,-1.7,69,0.0,91,-9.8,,
79,Michigan State,Big Ten,-6.15,3-9,3,9,5.6,40,0.0,103,5.7,,
80,Eastern Michigan,Mid-American,-6.27,7-5,7,5,-8.2,96,0.0,121,-6.4,,
81,Texas Tech,Big 12,-6.35,5-7,5,7,-2.3,74,0.0,72,-0.1,,
82,Central Michigan,Mid-American,-7.01,6-6,6,6,-5.7,84,0.0,73,-5.0,,
83,Duke,ACC,-7.07,4-8,4,8,-2.1,72,0.0,83,2.9,,
84,Missouri,SEC,-7.43,4-8,4,8,-1.9,71,0.0,101,1.7,,
85,Army,FBS Independents,-7.45,7-5,7,5,-8.1,95,0.0,90,-9.9,,
86,SMU,American Athletic,-7.73,5-7,5,7,-6.1,85,0.0,128,-1.6,,
87,Miami (OH),Mid-American,-7.77,6-6,6,6,-4.5,79,0.0,105,-8.0,,
88,Syracuse,ACC,-7.93,4-8,4,8,-7.7,94,0.0,93,4.1,,
89,Hawai'i,Mountain West,-8.03,6-7,6,7,-10.0,104,0.0,97,-5.1,,
90,Arizona,Pac-12,-8.26,3-9,3,9,-4.0,77,0.0,92,5.9,,
91,UTSA,Conference USA,-8.35,6-6,6,6,-5.1,83,0.0,85,-9.3,,
92,Louisiana,Sun Belt,-8.73,6-6,6,6,-6.9,90,0.0,125,-9.2,,
93,Northern Illinois,Mid-American,-8.99,5-7,5,7,-6.2,86,0.0,112,-5.2,,
94,Southern Miss,Conference USA,-9.26,6-6,6,6,-8.2,97,0.0,95,-9.9,,
95,Illinois,Big Ten,-9.39,3-9,3,9,-6.7,89,0.0,102,4.4,,
96,South Alabama,Sun Belt,-9.79,6-6,6,6,-10.2,105,0.0,127,-10.1,,
97,Georgia Southern,Sun Belt,-9.9,5-7,5,7,-8.7,100,0.0,116,-6.2,,
98,Iowa State,Big 12,-9.92,3-9,3,9,-1.8,70,0.0,106,-0.4,,
99,Akron,Mid-American,-10.16,5-7,5,7,-10.9,107,0.0,100,-5.5,,
100,Cincinnati,American Athletic,-10.29,4-8,4,8,-8.7,101,0.0,74,-2.1,,
101,Tulane,American Athletic,-10.81,4-8,4,8,-8.6,99,0.0,76,-3.7,,
102,Rutgers,Big Ten,-10.96,2-10,2,10,-9.8,102,0.0,124,7.1,,
103,Utah State,Mountain West,-11.3,3-9,3,9,-6.2,88,0.0,86,-1.5,,
104,Purdue,Big Ten,-11.47,3-9,3,9,-10.7,106,0.0,122,1.0,,
105,North Texas,Conference USA,-11.86,5-7,5,7,-13.7,112,0.0,111,-8.6,,
106,Nevada,Mountain West,-11.9,5-7,5,7,-12.5,110,0.0,99,-9.5,,
107,East Carolina,American Athletic,-12.02,3-9,3,9,-9.8,103,0.0,104,-1.2,,
108,Kent State,Mid-American,-12.2,3-9,3,9,-6.2,87,0.0,94,-4.1,,
109,Virginia,ACC,-12.37,2-10,2,10,-7.1,93,0.0,87,1.2,,
110,Bowling Green,Mid-American,-12.62,4-8,4,8,-15.5,115,0.0,77,-4.4,,
111,UNLV,Mountain West,-12.67,4-8,4,8,-13.0,111,0.0,82,-6.2,,
112,Ball State,Mid-American,-12.69,4-8,4,8,-11.1,109,0.0,89,-7.5,,
113,San José State,Mountain West,-12.99,4-8,4,8,-16.5,118,0.0,126,-4.8,,
114,Kansas,Big 12,-13.98,2-10,2,10,-14.0,113,0.0,109,1.1,,
115,UConn,American Athletic,-14.19,3-9,3,9,-15.7,117,0.0,80,-3.6,,
116,UL Monroe,Sun Belt,-14.36,4-8,4,8,-21.5,124,0.0,81,-5.5,,
117,Florida International,Conference USA,-14.61,4-8,4,8,-18.8,121,0.0,118,-8.0,,
118,Georgia State,Sun Belt,-14.71,3-9,3,9,-10.9,108,0.0,115,-8.3,,
119,Charlotte,Conference USA,-14.94,4-8,4,8,-18.0,120,0.0,68,-9.5,,
120,New Mexico State,Sun Belt,-15.28,3-9,3,9,-15.7,116,0.0,98,-6.8,,
121,Massachusetts,FBS Independents,-16.2,2-10,2,10,-15.0,114,0.0,107,-4.7,,
122,Marshall,Conference USA,-16.49,3-9,3,9,-20.1,123,0.0,108,-7.4,,
123,UTEP,Conference USA,-17.39,4-8,4,8,-25.0,127,0.0,84,-12.0,,
124,Rice,Conference USA,-17.43,3-9,3,9,-22.1,125,0.0,123,-8.8,,
125,Florida Atlantic,Conference USA,-18.0,3-9,3,9,-22.2,126,0.0,120,-10.4,,
126,Buffalo,Mid-American,-18.01,2-10,2,10,-18.0,119,0.0,69,-8.0,,
127,Fresno State,Mountain West,-19.04,1-11,1,11,-19.3,122,0.0,117,-4.9,,
128,Texas State,Sun Belt,-20.01,2-10,2,10,-28.0,128,0.0,71,-7.2,,
