res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
78,Western Kentucky,Conference USA,-5.54,8-4,8,4,-6.4,91,0.0,69,-11.2,,
79,Utah State,Mountain West,-5.65,6-6,6,6,-1.9,72,0.0,73,-3.8,,
80,Ohio,Mid-American,-5.91,8-4,8,4,-6.2,90,0.0,119,-12.4,,
81,Stanford,ACC,-5.99,4-8,4,8,-2.8,77,0.0,90,6.2,,
82,Michigan State,Big Ten,-6.2,4-8,4,8,0.3,68,0.0,117,3.7,,
83,Arkansas,SEC,-6.41,2-10,2,10,9.6,32,0.0,112,7.9,,
84,West Virginia,Big 12,-6.64,4-8,4,8,-3.6,79,0.0,70,4.8,,
85,Jacksonville State,Conference USA,-6.82,8-5,8,5,-10.7,103,0.0,135,-12.3,,
86,Army,American Athletic,-6.87,6-6,6,6,-4.8,82,0.0,110,-5.6,,
87,Texas State,Sun Belt,-6.96,6-6,6,6,-0.6,71,0.0,88,-8.4,,
88,Missouri State,Conference USA,-7.05,7-5,7,5,-11.6,106,0.0,92,-7.2,,
89,Louisiana Tech,Conference USA,-7.06,7-5,7,5,-5.4,88,0.0,131,-11.0,,
90,Miami (OH),Mid-American,-7.69,7-6,7,6,-9.1,95,0.0,126,-10.6,,
91,Southern Miss,Sun Belt,-7.71,7-5,7,5,-8.2,94,0.0,86,-11.2,,
92,Florida International,Conference USA,-7.71,7-5,7,5,-9.2,97,0.0,96,-10.6,,
93,Maryland,Big Ten,-7.77,4-8,4,8,-2.3,74,0.0,129,0.7,,
94,Virginia Tech,ACC,-7.8,3-9,3,9,-2.4,75,0.0,71,5.9,,
95,Colorado,Big 12,-7.99,3-9,3,9,-2.8,76,0.0,101,5.6,,
96,Central Michigan,Mid-American,-8.2,7-5,7,5,-9.7,98,0.0,104,-11.7,,
97,Coastal Carolina,Sun Belt,-8.81,6-6,6,6,-14.1,120,0.0,102,-5.6,,
98,Georgia Southern,Sun Belt,-9.02,6-6,6,6,-13.6,117,0.0,115,-6.5,,
99,Marshall,Sun Belt,-9.24,5-7,5,7,-4.9,83,0.0,130,-7.2,,
100,Purdue,Big Ten,-9.4,2-10,2,10,-3.8,80,0.0,93,7.3,,
101,Louisiana,Sun Belt,-9.55,6-6,6,6,-13.5,116,0.0,132,-8.1,,
102,Temple,American Athletic,-9.59,5-7,5,7,-10.7,102,0.0,89,-4.7,,
103,Arkansas State,Sun Belt,-9.61,6-6,6,6,-13.0,113,0.0,111,-8.6,,
104,Syracuse,ACC,-10.01,3-9,3,9,-11.5,105,0.0,79,5.0,,
105,North Carolina,ACC,-10.13,4-8,4,8,-8.0,93,0.0,121,-2.7,,
106,Delaware,Conference USA,-10.51,6-6,6,6,-13.2,114,0.0,99,-11.1,,
107,Rice,American Athletic,-11.27,5-7,5,7,-17.8,126,0.0,85,-5.3,,
108,Florida Atlantic,American Athletic,-11.41,4-8,4,8,-10.2,100,0.0,97,-5.1,,
109,Boston College,ACC,-11.5,2-10,2,10,-5.1,86,0.0,108,2.0,,
110,App State,Sun Belt,-11.71,5-7,5,7,-13.8,119,0.0,113,-9.0,,
111,Air Force,Mountain West,-11.99,4-8,4,8,-12.0,111,0.0,91,-5.7,,
112,UAB,American Athletic,-12.15,4-8,4,8,-14.4,121,0.0,82,-4.7,,
113,Wyoming,Mountain West,-12.23,4-8,4,8,-11.0,104,0.0,136,-7.0,,
114,South Alabama,Sun Belt,-12.66,4-8,4,8,-11.9,108,0.0,80,-7.7,,
115,Tulsa,American Athletic,-12.72,4-8,4,8,-12.0,109,0.0,83,-7.8,,
116,Kent State,Mid-American,-12.83,5-7,5,7,-18.0,128,0.0,134,-9.7,,
117,Liberty,Conference USA,-13.08,4-8,4,8,-10.3,101,0.0,133,-9.9,,
118,San José State,Mountain West,-13.52,3-9,3,9,-9.9,99,0.0,67,-6.2,,
119,Oklahoma State,Big 12,-13.59,1-11,1,11,-12.0,110,0.0,118,5.3,,
120,Nevada,Mountain West,-13.65,3-9,3,9,-13.5,115,0.0,123,-4.4,,
121,Oregon State,Pac-12,-14.12,2-10,2,10,-11.6,107,0.0,94,-1.7,,
122,New Mexico State,Conference USA,-14.32,4-8,4,8,-15.6,124,0.0,122,-10.3,,
123,Colorado State,Mountain West,-14.47,2-10,2,10,-12.1,112,0.0,100,-2.4,,
124,Buffalo,Mid-American,-14.47,5-7,5,7,-17.5,125,0.0,106,-14.8,,
125,Eastern Michigan,Mid-American,-14.7,4-8,4,8,-13.6,118,0.0,98,-12.6,,
126,Akron,Mid-American,-15.14,5-7,5,7,-20.7,131,0.0,124,-14.8,,
127,Bowling Green,Mid-American,-15.31,4-8,4,8,-18.5,129,0.0,107,-11.4,,
128,Ball State,Mid-American,-15.6,4-8,4,8,-23.2,134,0.0,109,-9.4,,
129,UL Monroe,Sun Belt,-15.67,3-9,3,9,-17.9,127,0.0,76,-7.6,,
130,Middle Tennessee,Conference USA,-16.51,3-9,3,9,-14.7,122,0.0,125,-12.0,,
131,Georgia State,Sun Belt,-17.12,1-11,1,11,-15.4,123,0.0,116,-2.9,,
132,Northern Illinois,Mid-American,-17.49,3-9,3,9,-21.2,132,0.0,120,-10.9,,
133,Charlotte,American Athletic,-18.41,1-11,1,11,-22.6,133,0.0,103,-2.3,,
134,UTEP,Conference USA,-19.02,2-10,2,10,-19.6,130,0.0,75,-11.1,,
135,Sam Houston,Conference USA,-19.39,2-10,2,10,-26.3,135,0.0,72,-8.1,,
136,Massachusetts,Mid-American,-25.71,0-12,0,12,-35.3,136,0.0,128,-10.6,,
