res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
55,Iowa,Big Ten,-1.9,7-5,7,5,4.0,47,0.1,59,-1.6,,
56,Air Force,Mountain West,-2.18,9-3,9,3,-3.2,77,0.5,52,-8.5,,
57,Georgia Southern,Sun Belt,-2.32,9-3,9,3,0.1,62,0.7,49,-11.0,,
58,Pittsburgh,ACC,-2.81,6-6,6,6,4.5,45,0.0,120,0.7,,
59,Virginia,ACC,-3.27,5-7,5,7,4.9,43,0.1,60,4.3,,
60,North Carolina,ACC,-3.29,6-6,6,6,-2.9,76,0.3,54,3.8,,
61,East Carolina,American Athletic,-3.37,8-4,8,4,1.3,59,0.0,70,-9.4,,
62,California,Pac-12,-3.59,5-7,5,7,2.8,50,0.0,63,4.7,,
63,Western Kentucky,Conference USA,-3.64,7-5,7,5,1.7,55,0.0,90,-5.2,,
64,Western Michigan,Mid-American,-3.82,8-4,8,4,1.6,57,0.0,91,-10.9,,
65,Penn State,Big Ten,-3.92,6-6,6,6,1.4,58,0.0,119,-0.6,,
66,Navy,FBS Independents,-4.0,7-5,7,5,-0.3,64,0.0,103,-5.0,,
67,Toledo,Mid-American,-4.01,8-4,8,4,-2.8,75,0.0,71,-8.7,,
68,Illinois,Big Ten,-4.06,6-6,6,6,-4.3,83,0.1,61,2.5,,
69,Kentucky,SEC,-4.37,5-7,5,7,-0.0,63,0.2,57,4.1,,
70,Nevada,Mountain West,-4.37,7-5,7,5,-2.2,71,0.0,102,-4.9,,
71,Michigan,Big Ten,-4.39,5-7,5,7,1.8,54,0.0,109,3.0,,
72,Louisiana,Sun Belt,-4.58,8-4,8,4,-6.7,88,0.2,56,-8.0,,
73,Texas Tech,Big 12,-4.87,4-8,4,8,2.3,52,0.0,68,6.5,,
74,UAB,Conference USA,-5.14,6-6,6,6,-1.6,69,0.0,75,-2.3,,
75,Oregon State,Pac-12,-5.42,5-7,5,7,-2.7,74,0.0,118,2.8,,
76,Rice,Conference USA,-5.42,7-5,7,5,-6.8,90,0.0,122,-5.1,,
77,Northwestern,Big Ten,-5.56,5-7,5,7,-0.8,66,0.0,97,1.2,,
78,Central Michigan,Mid-American,-6.04,7-5,7,5,-2.3,72,0.0,64,-9.7,,
79,UTEP,Conference USA,-6.27,7-5,7,5,-9.5,94,0.0,83,-5.9,,
80,Houston,American Athletic,-6.31,7-5,7,5,-1.8,70,0.0,113,-10.8,,
81,San Diego State,Mountain West,-6.6,7-5,7,5,-5.4,85,0.0,125,-9.4,,
82,Middle Tennessee,Conference USA,-6.78,6-6,6,6,-6.7,89,0.0,108,-3.9,,
83,Arkansas State,Sun Belt,-6.9,7-5,7,5,-5.7,86,0.0,89,-10.1,,
84,App State,Sun Belt,-7.46,7-5,7,5,-3.3,79,0.0,92,-13.2,,
85,Fresno State,Mountain West,-7.55,6-7,6,7,-10.3,96,0.0,117,-3.9,,
86,Bowling Green,Mid-American,-7.8,7-6,7,6,-13.6,111,0.0,66,-7.8,,
87,Washington State,Pac-12,-7.98,3-9,3,9,-1.3,67,0.0,88,4.9,,
88,Temple,American Athletic,-8.0,6-6,6,6,-7.6,91,0.0,69,-6.9,,
89,Kansas,Big 12,-8.12,3-9,3,9,-4.2,82,0.0,106,6.3,,
90,Old Dominion,Conference USA,-8.39,6-6,6,6,-10.7,97,0.0,115,-6.1,,
91,Indiana,Big Ten,-8.7,4-8,4,8,-5.0,84,0.0,98,-0.1,,
92,Syracuse,ACC,-8.76,3-9,3,9,-1.4,68,0.0,93,2.7,,
93,South Alabama,Sun Belt,-9.11,6-6,6,6,-12.6,107,0.0,127,-7.0,,
94,Texas State,Sun Belt,-9.16,7-5,7,5,-11.6,100,0.0,65,-13.0,,
95,Purdue,Big Ten,-9.37,3-9,3,9,-3.8,81,0.0,121,2.4,,
96,Ohio,Mid-American,-9.83,6-6,6,6,-13.1,108,0.0,111,-8.8,,
97,Colorado,Pac-12,-10.1,2-10,2,10,-3.3,78,0.0,67,5.2,,
98,Iowa State,Big 12,-10.19,2-10,2,10,-5.8,87,0.0,105,6.5,,
99,Vanderbilt,SEC,-10.55,3-9,3,9,-11.4,99,0.0,85,3.7,,
100,Wyoming,Mountain West,-10.79,4-8,4,8,-11.9,101,0.0,128,-1.9,,
101,Southern Miss,Conference USA,-11.47,3-9,3,9,-9.1,93,0.0,95,-0.4,,
102,Wake Forest,ACC,-11.63,3-9,3,9,-12.1,102,0.0,86,1.0,,
103,Florida International,Conference USA,-11.77,4-8,4,8,-8.3,92,0.0,123,-7.0,,
104,UTSA,Conference USA,-12.02,4-8,4,8,-13.3,110,0.0,84,-4.6,,
105,New Mexico,Mountain West,-12.31,4-8,4,8,-12.6,105,0.0,101,-5.9,,
106,UL Monroe,Sun Belt,-12.48,4-8,4,8,-12.1,103,0.0,79,-6.7,,
107,Ball State,Mid-American,-12.59,5-7,5,7,-13.3,109,0.0,81,-11.5,,
108,Florida Atlantic,Conference USA,-12.62,3-9,3,9,-11.1,98,0.0,94,-2.5,,
109,Hawai'i,Mountain West,-12.66,4-9,4,9,-13.9,113,0.0,114,-6.1,,
110,South Florida,American Athletic,-12.69,4-8,4,8,-15.5,116,0.0,104,-5.2,,
111,Akron,Mid-American,-12.71,5-7,5,7,-15.3,115,0.0,96,-10.6,,
112,Buffalo,Mid-American,-12.91,5-6,5,6,-12.2,104,0.0,76,-13.1,,
113,San José State,Mountain West,-13.03,3-9,3,9,-10.3,95,0.0,126,-4.2,,
114,Tulane,American Athletic,-13.64,3-9,3,9,-13.8,112,0.0,73,-3.8,,
115,North Texas,Conference USA,-14.42,4-8,4,8,-19.4,122,0.0,99,-7.8,,
116,Army,FBS Independents,-14.55,4-8,4,8,-17.1,117,0.0,87,-9.6,,
117,Massachusetts,Mid-American,-15.86,3-9,3,9,-14.2,114,0.0,77,-10.0,,
118,Miami (OH),Mid-American,-16.21,2-10,2,10,-12.6,106,0.0,110,-6.8,,
119,Troy,Sun Belt,-16.43,3-9,3,9,-18.5,120,0.0,72,-9.0,,
120,Tulsa,American Athletic,-16.74,2-10,2,10,-18.0,119,0.0,74,-5.0,,
121,UNLV,Mountain West,-17.26,2-11,2,11,-19.3,121,0.0,80,-5.7,,
122,Kent State,Mid-American,-17.37,2-9,2,9,-17.4,118,0.0,107,-7.2,,
123,UConn,American Athletic,-17.77,2-10,2,10,-19.6,123,0.0,78,-7.0,,
124,SMU,American Athletic,-18.84,1-11,1,11,-24.9,125,0.0,124,-1.6,,
125,Eastern Michigan,Mid-American,-18.98,2-10,2,10,-27.5,128,0.0,82,-5.6,,
126,New Mexico State,Sun Belt,-20.39,2-10,2,10,-25.4,126,0.0,100,-11.0,,
127,Idaho,Sun Belt,-20.84,1-10,1,10,-21.4,124,0.0,112,-9.6,,
128,Georgia State,Sun Belt,-21.2,1-11,1,11,-26.3,127,0.0,116,-7.6,,
