res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
23,Boston College,ACC,5.74,10-3,10,3,8.2,32,16.2,26,-2.5,,
24,Wisconsin,Big Ten,4.84,9-3,9,3,6.8,37,22.9,23,-1.0,,
25,Utah,Mountain West,4.73,8-4,8,4,9.2,27,18.5,25,3.6,,
26,Clemson,ACC,4.67,9-3,9,3,11.3,19,12.9,31,-1.5,,
27,UCF,Conference USA,4.31,10-3,10,3,7.1,36,9.7,33,-3.9,,
28,UConn,Big East,3.42,9-3,9,3,2.9,52,24.0,21,-2.8,,
29,Texas Tech,Big 12,3.38,8-4,8,4,16.3,11,8.1,36,-2.0,,
30,Air Force,Mountain West,3.36,9-3,9,3,6.4,39,15.6,27,-2.8,,
31,UCLA,Pac-10,3.15,6-6,6,6,11.8,18,13.2,29,9.3,,
32,Arkansas,SEC,2.44,8-4,8,4,7.9,33,11.8,32,-0.1,,
33,Michigan,Big Ten,2.34,8-4,8,4,4.5,45,14.8,28,1.0,,
34,Penn State,Big Ten,1.55,8-4,8,4,8.5,30,6.2,38,-1.4,,
35,Kentucky,SEC,1.31,7-5,7,5,6.7,38,8.4,35,3.7,,
36,California,Pac-10,1.17,6-6,6,6,10.4,22,5.0,41,7.0,,
37,Tulsa,Conference USA,1.15,9-4,9,4,7.2,35,3.0,46,-5.9,,
38,Virginia,ACC,1.06,9-3,9,3,0.3,63,5.9,39,-2.3,,
39,Texas A&M,Big 12,0.71,7-5,7,5,1.4,59,13.2,30,4.1,,
40,New Mexico,Mountain West,0.56,8-4,8,4,2.2,57,7.7,37,-0.4,,
41,TCU,Mountain West,-0.04,7-5,7,5,8.7,29,1.5,51,0.5,,
42,South Carolina,SEC,-0.13,6-6,6,6,10.4,21,2.2,49,4.1,,
43,Fresno State,Western Athletic,-0.14,8-4,8,4,2.3,56,5.7,40,-1.9,,
44,Mississippi State,SEC,-0.16,7-5,7,5,2.6,54,9.5,34,1.9,,
45,Oklahoma State,Big 12,-0.23,6-6,6,6,9.4,25,3.1,45,4.2,,
46,Troy,Sun Belt,-0.32,8-4,8,4,5.8,41,3.4,43,-4.1,,
47,Florida State,ACC,-0.49,7-5,7,5,4.2,48,4.1,42,1.5,,
48,Michigan State,Big Ten,-0.63,7-5,7,5,7.2,34,0.9,54,0.0,,
49,Wake Forest,ACC,-0.97,8-4,8,4,0.9,61,2.6,48,-2.4,,
50,Arizona,Pac-10,-0.99,5-7,5,7,8.4,31,3.4,44,7.8,,
51,Colorado,Big 12,-1.27,6-6,6,6,4.7,44,2.8,47,4.5,,
52,Rutgers,Big East,-1.7,7-5,7,5,5.3,42,0.9,53,-1.8,,
53,Purdue,Big Ten,-1.92,7-5,7,5,4.9,43,0.4,61,-2.0,,
54,Louisville,Big East,-2.25,6-6,6,6,6.4,40,0.8,55,1.1,,
55,Washington State,Pac-10,-2.42,5-7,5,7,4.4,47,1.8,50,6.9,,
56,Alabama,SEC,-2.42,6-6,6,6,4.1,49,0.7,57,2.2,,
57,Nebraska,Big 12,-2.67,5-7,5,7,4.4,46,0.7,56,6.5,,
58,Georgia Tech,ACC,-3.13,7-5,7,5,1.3,60,0.5,60,-3.1,,
59,Indiana,Big Ten,-3.39,7-5,7,5,-1.1,64,0.5,58,-2.2,,
60,Maryland,ACC,-3.9,6-6,6,6,2.3,55,0.2,64,-0.7,,
61,Washington,Pac-10,-4.0,4-9,4,9,1.8,58,0.5,59,9.7,,
62,Florida Atlantic,Sun Belt,-4.33,7-5,7,5,-4.2,75,1.1,52,-3.0,,
63,Kansas State,Big 12,-4.33,5-7,5,7,3.7,51,0.2,63,2.3,,
64,Central Michigan,Mid-American,-4.36,8-5,8,5,-2.4,69,0.0,86,-9.2,,
65,Nevada,Western Athletic,-4.93,6-6,6,6,2.8,53,0.0,95,-4.0,,
66,Navy,FBS Independents,-5.23,8-4,8,4,-4.1,74,0.1,67,-10.6,,
67,Northwestern,Big Ten,-5.29,6-6,6,6,-1.5,66,0.1,70,-2.1,,
68,Stanford,Pac-10,-5.45,4-8,4,8,-1.5,67,0.3,62,7.8,,
69,Wyoming,Mountain West,-5.45,5-7,5,7,0.5,62,0.0,117,1.3,,
70,Bowling Green,Mid-American,-5.78,8-4,8,4,-6.5,83,0.0,88,-10.5,,
71,Iowa,Big Ten,-5.79,6-6,6,6,-3.2,71,0.1,68,-2.4,,
72,Vanderbilt,SEC,-6.1,5-7,5,7,-2.6,70,0.1,66,1.5,,
73,Ball State,Mid-American,-6.25,7-5,7,5,-5.7,80,0.0,71,-7.2,,
74,Pittsburgh,Big East,-6.27,5-7,5,7,-2.0,68,0.1,69,0.6,,
75,Southern Miss,Conference USA,-6.4,7-5,7,5,-3.6,73,0.0,116,-9.1,,
76,East Carolina,Conference USA,-6.58,7-5,7,5,-10.8,94,0.1,65,-4.7,,
77,NC State,ACC,-7.4,5-7,5,7,-5.6,79,0.0,90,-0.2,,
78,Miami,ACC,-7.7,5-7,5,7,-4.8,76,0.0,105,-1.6,,
79,Louisiana Tech,Western Athletic,-7.74,5-7,5,7,-6.3,82,0.0,110,-0.7,,
80,San Diego State,Mountain West,-8.17,4-8,4,8,-6.8,84,0.0,112,3.6,,
81,Ole Miss,SEC,-8.23,3-9,3,9,-1.2,65,0.0,106,4.8,,
82,UL Monroe,Sun Belt,-8.25,6-6,6,6,-8.2,88,0.0,80,-6.1,,
83,San José State,Western Athletic,-9.03,5-7,5,7,-10.6,93,0.0,113,-1.5,,
84,Western Kentucky,FBS Independents,-9.39,7-5,7,5,-12.2,99,0.0,74,-11.9,,
85,Western Michigan,Mid-American,-9.57,5-7,5,7,-5.3,78,0.0,73,-6.7,,
86,North Carolina,ACC,-9.74,4-8,4,8,-6.0,81,0.0,98,-1.5,,
87,Notre Dame,FBS Independents,-9.94,3-9,3,9,-7.7,86,0.0,101,4.3,,
88,Memphis,Conference USA,-9.95,7-5,7,5,-15.7,106,0.0,107,-11.1,,
89,Colorado State,Mountain West,-10.08,3-9,3,9,-5.1,77,0.0,84,2.1,,
90,Iowa State,Big 12,-10.24,3-9,3,9,-8.1,87,0.0,92,3.7,,
91,Middle Tennessee,Sun Belt,-10.57,5-7,5,7,-10.3,91,0.0,103,-6.2,,
92,Miami (OH),Mid-American,-10.72,6-7,6,7,-15.9,107,0.0,104,-8.0,,
93,UNLV,Mountain West,-10.8,2-10,2,10,-3.3,72,0.0,83,4.0,,
94,Toledo,Mid-American,-11.21,5-7,5,7,-11.1,95,0.0,75,-7.5,,
95,Ohio,Mid-American,-11.22,6-6,6,6,-13.8,102,0.0,102,-10.9,,
96,Arkansas State,Sun Belt,-11.47,5-7,5,7,-12.5,100,0.0,76,-7.3,,
97,New Mexico State,Western Athletic,-11.58,4-9,4,9,-10.3,92,0.0,97,-3.9,,
98,Baylor,Big 12,-11.73,3-9,3,9,-13.4,101,0.0,89,3.0,,
99,UTEP,Conference USA,-12.27,4-8,4,8,-10.2,90,0.0,85,-6.0,,
100,Marshall,Conference USA,-13.01,3-9,3,9,-7.3,85,0.0,108,-4.9,,
101,Utah State,Western Athletic,-13.73,2-10,2,10,-11.5,97,0.0,87,1.1,,
102,Akron,Mid-American,-13.97,4-8,4,8,-14.6,104,0.0,94,-7.9,,
103,Syracuse,Big East,-14.07,2-10,2,10,-16.3,108,0.0,91,3.4,,
104,Louisiana,Sun Belt,-14.31,3-9,3,9,-9.2,89,0.0,114,-7.4,,
105,Eastern Michigan,Mid-American,-14.61,4-8,4,8,-17.9,110,0.0,79,-7.5,,
106,Tulane,Conference USA,-15.79,4-8,4,8,-20.6,113,0.0,77,-9.1,,
107,Temple,Mid-American,-15.89,4-8,4,8,-19.7,112,0.0,93,-10.0,,
108,Kent State,Mid-American,-16.14,3-9,3,9,-14.2,103,0.0,115,-9.3,,
109,Minnesota,Big Ten,-16.33,1-11,1,11,-12.0,98,0.0,96,-0.9,,
110,Duke,ACC,-16.86,1-11,1,11,-16.3,109,0.0,81,0.5,,
111,Rice,Conference USA,-16.97,3-9,3,9,-22.2,115,0.0,109,-6.2,,
112,Army,FBS Independents,-17.02,3-9,3,9,-24.9,116,0.0,82,-4.5,,
113,Idaho,Western Athletic,-17.48,1-11,1,11,-15.0,105,0.0,72,-2.2,,
114,SMU,Conference USA,-17.76,1-11,1,11,-11.1,96,0.0,111,-5.7,,
115,North Texas,Sun Belt,-17.87,2-10,2,10,-19.3,111,0.0,99,-5.6,,
116,Northern Illinois,Mid-American,-19.89,2-10,2,10,-22.2,114,0.0,100,-9.5,,
117,Florida International,Sun Belt,-20.1,1-11,1,11,-26.1,117,0.0,78,-2.2,,
