res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
73,Bowling Green,Mid-American,-5.87,6-6,6,6,-1.9,64,0.0,88,-4.3,,
74,Colorado State,Mountain West,-5.89,6-6,6,6,-6.3,86,0.0,117,-1.3,,
75,Louisiana Tech,Western Athletic,-6.12,7-5,7,5,-7.6,90,0.0,96,-6.3,,
76,UCLA,Pac-10,-6.21,4-8,4,8,0.2,53,0.0,82,3.7,,
77,Purdue,Big Ten,-6.32,4-8,4,8,2.5,48,0.0,87,1.8,,
78,Kansas State,Big 12,-6.64,5-7,5,7,-5.7,83,0.0,92,1.3,,
79,Northern Illinois,Mid-American,-6.87,6-6,6,6,-4.2,78,0.0,110,-5.6,,
80,Arkansas State,Sun Belt,-7.27,6-6,6,6,-3.9,76,0.0,66,-7.0,,
81,Florida Atlantic,Sun Belt,-7.55,6-6,6,6,-7.5,89,0.0,114,-5.3,,
82,Louisville,Big East,-7.74,5-7,5,7,-4.4,80,0.0,97,-2.8,,
83,Memphis,Conference USA,-7.8,6-6,6,6,-5.1,81,0.0,99,-7.7,,
84,Texas A&M,Big 12,-7.95,4-8,4,8,-7.7,91,0.0,75,4.1,,
85,Louisiana,Sun Belt,-8.49,6-6,6,6,-10.3,98,0.0,95,-6.1,,
86,San José State,Western Athletic,-8.52,6-6,6,6,-11.9,103,0.0,105,-5.1,,
87,New Mexico,Mountain West,-8.56,4-8,4,8,-2.3,67,0.0,107,-1.4,,
88,UNLV,Mountain West,-8.59,5-7,5,7,-10.0,96,0.0,76,-1.4,,
89,Michigan,Big Ten,-8.69,3-9,3,9,-2.7,69,0.0,101,3.7,,
90,Akron,Mid-American,-8.72,5-7,5,7,-6.2,85,0.0,106,-4.4,,
91,UTEP,Conference USA,-9.0,5-7,5,7,-9.4,94,0.0,85,-3.0,,
92,Temple,Mid-American,-9.03,5-7,5,7,-9.1,93,0.0,68,-3.3,,
93,Florida International,Sun Belt,-9.49,5-7,5,7,-8.3,92,0.0,111,-5.2,,
94,Mississippi State,SEC,-9.66,4-8,4,8,-9.4,95,0.0,89,0.3,,
95,Duke,ACC,-9.78,4-8,4,8,-7.0,88,0.0,116,-1.7,,
96,Ohio,Mid-American,-10.03,4-8,4,8,-3.3,73,0.0,113,-5.0,,
97,Wyoming,Mountain West,-10.03,4-8,4,8,-6.9,87,0.0,120,-2.5,,
98,Marshall,Conference USA,-10.76,4-8,4,8,-11.7,101,0.0,98,-1.3,,
99,Kent State,Mid-American,-11.15,4-8,4,8,-6.0,84,0.0,93,-6.4,,
100,Middle Tennessee,Sun Belt,-11.45,5-7,5,7,-11.9,102,0.0,103,-8.4,,
101,UAB,Conference USA,-11.91,4-8,4,8,-11.5,99,0.0,79,-4.8,,
102,Syracuse,Big East,-12.11,3-9,3,9,-13.9,106,0.0,70,1.5,,
103,Indiana,Big Ten,-12.4,3-9,3,9,-16.3,113,0.0,86,2.3,,
104,Utah State,Western Athletic,-12.53,3-9,3,9,-11.5,100,0.0,80,-1.4,,
105,UCF,Conference USA,-12.9,4-8,4,8,-15.4,110,0.0,81,-5.0,,
106,Iowa State,Big 12,-13.05,2-10,2,10,-10.3,97,0.0,90,1.5,,
107,Toledo,Mid-American,-13.42,3-9,3,9,-12.2,104,0.0,77,-3.5,,
108,UL Monroe,Sun Belt,-13.5,4-8,4,8,-15.3,108,0.0,84,-6.8,,
109,Eastern Michigan,Mid-American,-14.4,3-9,3,9,-13.7,105,0.0,115,-5.3,,
110,New Mexico State,Western Athletic,-14.41,3-9,3,9,-15.2,107,0.0,108,-4.3,,
111,Washington State,Pac-10,-14.56,2-11,2,11,-20.3,117,0.0,65,4.0,,
112,Army,FBS Independents,-15.81,3-9,3,9,-16.2,112,0.0,73,-7.7,,
113,Washington,Pac-10,-16.13,0-12,0,12,-16.0,111,0.0,64,6.9,,
114,Tulane,Conference USA,-16.88,2-10,2,10,-20.5,118,0.0,78,-2.6,,
115,San Diego State,Mountain West,-16.93,2-10,2,10,-18.1,116,0.0,119,-4.4,,
116,SMU,Conference USA,-16.99,1-11,1,11,-15.3,109,0.0,118,-1.3,,
117,Miami (OH),Mid-American,-17.0,2-10,2,10,-18.0,115,0.0,100,-4.7,,
118,Idaho,Western Athletic,-17.73,2-10,2,10,-20.9,119,0.0,91,-4.8,,
119,Western Kentucky,FBS Independents,-18.46,2-10,2,10,-21.4,120,0.0,71,-6.6,,
120,North Texas,Sun Belt,-18.75,1-11,1,11,-16.5,114,0.0,109,-5.6,,
