res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
58,Navy,FBS Independents,-5.67,7-4,7,4,-2.1,65,0.2,57,-7.5,,
59,Miami (OH),Mid-American,-5.84,7-4,7,4,-1.9,64,0.1,65,-8.1,,
60,Missouri,Big 12,-6.06,6-5,6,5,-3.6,74,0.2,58,-2.3,,
61,Arizona,Pac-10,-6.21,3-8,3,8,5.4,34,0.1,61,6.3,,
62,Houston,Conference USA,-6.56,6-5,6,5,1.0,49,0.0,88,-7.1,,
63,Washington State,Pac-10,-6.64,4-7,4,7,1.4,46,0.1,62,2.8,,
64,Pittsburgh,Big East,-6.9,5-6,5,6,-1.7,62,0.1,64,-0.9,,
65,Vanderbilt,SEC,-6.96,5-6,5,6,-1.1,61,0.1,60,-1.5,,
66,Wake Forest,ACC,-6.96,4-7,4,7,0.3,52,0.0,70,2.7,,
67,UConn,Big East,-7.01,5-6,5,6,0.2,53,0.0,68,-2.6,,
68,San Diego State,Mountain West,-7.18,5-7,5,7,-3.3,73,0.0,77,-0.5,,
69,Arkansas,SEC,-7.27,4-7,4,7,1.5,45,0.0,78,0.9,,
70,Memphis,Conference USA,-7.31,6-5,6,5,-4.1,75,0.0,94,-5.5,,
71,Akron,Mid-American,-7.35,7-5,7,5,-8.1,83,0.0,96,-7.9,,
72,Central Michigan,Mid-American,-7.41,6-5,6,5,-2.9,69,0.0,83,-6.7,,
73,Baylor,Big 12,-7.49,5-6,5,6,-6.5,80,0.2,54,0.9,,
74,Indiana,Big Ten,-7.72,4-7,4,7,-3.0,70,0.1,63,2.9,,
75,Kansas State,Big 12,-8.16,5-6,5,6,-5.4,78,0.0,90,-1.8,,
76,Air Force,Mountain West,-8.79,4-7,4,7,-0.3,57,0.0,75,-2.2,,
77,Oklahoma State,Big 12,-8.92,4-7,4,7,-2.4,67,0.0,99,-1.0,,
78,Washington,Pac-10,-8.97,2-9,2,9,0.0,54,0.0,69,7.5,,
79,Southern Miss,Conference USA,-9.03,6-5,6,5,-11.0,90,0.0,76,-5.4,,
80,Bowling Green,Mid-American,-9.39,6-5,6,5,-5.4,77,0.0,81,-10.6,,
81,Wyoming,Mountain West,-9.54,4-7,4,7,-3.1,71,0.0,103,-2.3,,
82,UAB,Conference USA,-9.55,5-6,5,6,-0.6,58,0.0,73,-9.4,,
83,SMU,Conference USA,-9.64,5-6,5,6,-8.1,81,0.0,102,-4.1,,
84,Cincinnati,Big East,-10.12,4-7,4,7,-8.9,84,0.0,84,0.3,,
85,East Carolina,Conference USA,-10.32,5-6,5,6,-8.1,82,0.0,86,-6.1,,
86,Western Michigan,Mid-American,-10.4,7-4,7,4,-14.8,94,0.0,66,-11.8,,
87,Illinois,Big Ten,-10.72,2-9,2,9,-6.2,79,0.0,89,7.0,,
88,Army,FBS Independents,-11.99,4-7,4,7,-10.6,89,0.0,79,-3.9,,
89,Marshall,Conference USA,-12.57,4-7,4,7,-10.3,87,0.0,93,-5.8,,
90,Ole Miss,SEC,-12.66,3-8,3,8,-10.2,86,0.0,100,-0.9,,
91,Kentucky,SEC,-12.68,3-8,3,8,-12.2,92,0.0,92,0.5,,
92,Mississippi State,SEC,-13.09,3-8,3,8,-13.0,93,0.0,95,-0.1,,
93,Ohio,Mid-American,-13.8,4-7,4,7,-16.5,97,0.0,98,-4.8,,
94,Ball State,Mid-American,-14.06,4-7,4,7,-20.1,102,0.0,80,-2.9,,
95,Eastern Michigan,Mid-American,-14.97,4-7,4,7,-16.5,98,0.0,87,-8.2,,
96,Syracuse,Big East,-15.25,1-10,1,10,-10.5,88,0.0,74,2.2,,
97,UNLV,Mountain West,-16.06,2-9,2,9,-12.1,91,0.0,71,-4.2,,
98,Duke,ACC,-16.63,1-10,1,10,-15.5,96,0.0,85,1.9,,
99,Tulane,Conference USA,-18.58,2-9,2,9,-16.6,99,0.0,72,-8.2,,
100,Rice,Conference USA,-18.67,1-10,1,10,-19.5,101,0.0,101,-1.1,,
101,Kent State,Mid-American,-20.08,1-10,1,10,-14.9,95,0.0,91,-8.6,,
102,Temple,FBS Independents,-20.74,0-11,0,11,-23.7,103,0.0,67,1.2,,
103,Buffalo,Mid-American,-21.0,1-10,1,10,-19.2,100,0.0,82,-8.1,,
