res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
114,Akron,Mid-American,-13.05,4-8,4,8,-15.0,118,0.0,126,-6.1,,
115,Louisiana Tech,Conference USA,-13.07,5-7,5,7,-12.3,112,0.0,132,-13.1,,
116,UAB,American Athletic,-13.36,3-9,3,9,-10.1,107,0.0,89,-4.9,,
117,Georgia State,Sun Belt,-13.66,3-9,3,9,-12.4,113,0.0,95,-4.3,,
118,Eastern Michigan,Mid-American,-14.04,5-7,5,7,-19.1,128,0.0,100,-11.6,,
119,Purdue,Big Ten,-14.07,1-11,1,11,-15.0,119,0.0,92,6.6,,
120,Wyoming,Mountain West,-14.07,3-9,3,9,-14.0,117,0.0,134,-4.5,,
121,Florida International,Conference USA,-14.53,4-8,4,8,-11.1,110,0.0,98,-12.9,,
122,Central Michigan,Mid-American,-14.65,4-8,4,8,-16.2,123,0.0,104,-10.0,,
123,Temple,American Athletic,-14.93,3-9,3,9,-18.7,126,0.0,85,-4.0,,
124,Ball State,Mid-American,-16.02,3-9,3,9,-19.0,127,0.0,108,-7.0,,
125,San Diego State,Mountain West,-16.1,3-9,3,9,-18.1,125,0.0,72,-7.8,,
126,Florida Atlantic,American Athletic,-16.43,3-9,3,9,-16.0,121,0.0,99,-10.1,,
127,UTEP,Conference USA,-16.56,3-9,3,9,-16.1,122,0.0,82,-10.4,,
128,Middle Tennessee,Conference USA,-17.28,3-9,3,9,-22.1,129,0.0,128,-8.7,,
129,Massachusetts,FBS Independents,-17.47,2-10,2,10,-16.8,124,0.0,130,-7.4,,
130,New Mexico State,Conference USA,-17.75,3-9,3,9,-22.5,130,0.0,123,-9.8,,
131,Tulsa,American Athletic,-19.02,3-9,3,9,-28.0,132,0.0,87,-10.0,,
132,Kennesaw State,Conference USA,-20.55,2-10,2,10,-26.2,131,0.0,114,-10.4,,
133,Southern Miss,Sun Belt,-20.91,1-11,1,11,-28.1,133,0.0,79,-5.0,,
134,Kent State,Mid-American,-23.53,0-12,0,12,-30.5,134,0.0,125,-5.9,,
