rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
50,BYU,2.9,8-5,8,5,32.0,29.3,0.05,0.017,0.433,0.417,3.1,2.7,12
51,Michigan,2.8,5-7,5,7,27.0,22.5,-0.034,-0.077,0.449,0.395,0.3,4.4,12
52,Oklahoma State,2.7,7-6,7,6,29.0,25.6,0.01,-0.028,0.419,0.39,1.7,3.4,12
53,Pittsburgh,2.6,6-7,6,7,39.3,36.7,0.12,0.121,0.528,0.436,2.5,2.6,11
54,Penn State,2.5,7-6,7,6,18.8,15.1,-0.134,-0.174,0.391,0.356,0.7,3.7,13
55,Memphis,2.2,10-3,10,3,23.8,24.6,-0.057,-0.048,0.389,0.401,6.7,-0.8,12
56,Texas Tech,1.9,4-8,4,8,40.8,36.2,0.17,0.102,0.463,0.465,-2.0,4.6,11
57,Western Kentucky,1.7,8-5,8,5,39.0,37.2,0.145,0.107,0.46,0.488,1.6,1.8,13
58,East Carolina,1.6,8-5,8,5,33.0,31.2,0.049,0.046,0.471,0.416,1.2,1.8,12
59,Utah State,1.0,10-4,10,4,23.8,23.7,-0.053,-0.063,0.381,0.403,2.4,0.1,13
60,Maryland,0.6,7-6,7,6,27.4,26.6,-0.021,-0.022,0.433,0.411,0.2,0.8,11
61,Georgia Southern,0.3,9-3,9,3,33.1,33.5,0.064,0.059,0.438,0.469,1.5,-0.4,11
62,Navy,0.2,8-5,8,5,38.1,37.6,0.115,0.104,0.496,0.508,-0.2,0.4,11
63,Western Michigan,-0.0,8-5,8,5,31.7,30.2,0.05,0.021,0.421,0.44,-2.3,1.5,11
64,Rutgers,-0.3,8-5,8,5,31.4,32.7,0.031,0.062,0.457,0.431,1.1,-1.2,12
65,Houston,-0.3,8-5,8,5,29.7,28.9,0.021,-0.001,0.417,0.444,-1.9,0.8,12
66,Kentucky,-0.3,5-7,5,7,27.2,28.1,-0.013,-0.008,0.409,0.43,0.5,-0.9,11
67,UCF,-0.5,9-4,9,4,22.6,22.9,-0.079,-0.079,0.4,0.413,-0.7,-0.3,12
68,Northwestern,-0.6,5-7,5,7,23.3,24.2,-0.076,-0.055,0.419,0.4,-0.4,-0.8,11
69,Washington State,-0.7,3-9,3,9,35.1,34.3,0.09,0.082,0.449,0.442,-3.1,0.8,11
70,Syracuse,-1.6,3-9,3,9,19.8,19.3,-0.115,-0.124,0.382,0.388,-4.7,0.5,11
71,Toledo,-1.6,9-4,9,4,32.5,33.3,0.048,0.064,0.455,0.448,-3.0,-0.8,11
72,UAB,-1.7,6-6,6,6,25.3,27.8,-0.052,-0.002,0.432,0.408,-0.5,-2.5,10
73,Central Michigan,-2.0,7-6,7,6,28.5,28.1,-0.008,-0.001,0.443,0.416,-5.5,0.3,12
74,Oregon State,-2.1,5-7,5,7,29.1,30.7,0.009,0.035,0.424,0.425,-2.8,-1.6,11
75,Air Force,-2.2,10-3,10,3,23.9,27.7,-0.059,0.003,0.398,0.394,0.2,-3.8,12
76,Colorado,-2.9,2-10,2,10,30.1,31.8,0.018,0.045,0.439,0.442,-4.5,-1.7,12
77,App State,-3.1,7-5,7,5,30.1,30.8,0.031,0.033,0.409,0.431,-6.7,-0.7,10
78,Northern Illinois,-3.8,11-3,11,3,29.2,33.7,0.008,0.06,0.43,0.47,-2.9,-4.4,13
79,Purdue,-3.9,3-9,3,9,25.2,26.6,-0.041,-0.028,0.403,0.427,-7.5,-1.4,11
80,Illinois,-4.0,6-7,6,7,27.4,31.5,-0.016,0.045,0.422,0.427,-3.9,-4.1,12
81,Indiana,-4.3,4-8,4,8,27.9,30.5,0.002,0.032,0.396,0.424,-6.9,-2.6,10
82,Kansas,-4.5,3-9,3,9,22.5,26.0,-0.064,-0.03,0.359,0.407,-6.1,-3.5,11
83,North Carolina,-4.5,6-7,6,7,32.4,38.1,0.044,0.127,0.46,0.473,-2.7,-5.7,12
84,Rice,-4.6,8-5,8,5,26.6,33.2,-0.015,0.063,0.392,0.449,-1.5,-6.6,13
85,Nevada,-4.8,7-6,7,6,25.1,32.3,-0.041,0.029,0.401,0.494,-1.3,-7.2,11
86,Louisiana,-5.0,9-4,9,4,28.7,34.7,0.001,0.082,0.428,0.458,-3.6,-6.0,12
87,San Diego State,-5.7,7-6,7,6,19.4,26.6,-0.124,-0.021,0.392,0.408,-3.6,-7.1,12
88,Iowa State,-6.1,2-10,2,10,27.8,34.5,-0.015,0.066,0.434,0.489,-5.2,-6.8,11
89,Arkansas State,-6.5,7-6,7,6,24.5,32.3,-0.051,0.047,0.402,0.451,-4.7,-7.7,12
90,Middle Tennessee,-6.7,6-6,6,6,27.5,35.1,-0.016,0.077,0.429,0.483,-5.4,-7.5,10
91,Temple,-7.2,6-6,6,6,13.0,22.3,-0.198,-0.087,0.334,0.41,-4.0,-9.3,11
92,Florida International,-8.0,4-8,4,8,16.1,24.7,-0.153,-0.048,0.341,0.402,-7.1,-8.5,9
93,Southern Miss,-9.2,3-9,3,9,26.0,33.4,-0.036,0.063,0.419,0.454,-11.8,-7.4,11
94,UTEP,-10.3,7-6,7,6,17.5,31.6,-0.144,0.054,0.367,0.414,-4.5,-14.2,13
95,Old Dominion,-10.6,6-6,6,6,32.8,44.9,0.065,0.2,0.428,0.546,-8.3,-12.1,10
96,San José State,-11.1,3-9,3,9,22.7,32.6,-0.065,0.051,0.371,0.455,-12.8,-9.9,10
97,Florida Atlantic,-11.4,3-9,3,9,24.5,37.4,-0.05,0.111,0.399,0.485,-9.1,-12.9,9
98,Texas State,-11.5,7-5,7,5,23.1,36.1,-0.065,0.099,0.382,0.467,-9.2,-13.1,11
99,Vanderbilt,-11.9,3-9,3,9,16.9,30.7,-0.159,0.021,0.384,0.457,-9.0,-13.8,11
100,Buffalo,-12.1,5-6,5,6,26.5,39.0,-0.012,0.151,0.381,0.449,-11.6,-12.5,9
101,UL Monroe,-12.1,4-8,4,8,14.6,27.8,-0.183,-0.006,0.358,0.415,-10.6,-13.1,12
102,Wake Forest,-12.2,3-9,3,9,13.4,27.2,-0.188,-0.011,0.328,0.405,-10.0,-13.7,11
103,Miami (OH),-12.6,2-10,2,10,24.9,36.2,-0.033,0.085,0.373,0.504,-14.4,-11.3,11
104,Wyoming,-12.6,4-8,4,8,21.1,36.1,-0.084,0.097,0.359,0.472,-8.9,-15.0,11
105,Fresno State,-12.7,6-8,6,8,19.9,35.4,-0.101,0.104,0.353,0.431,-8.4,-15.5,13
106,South Alabama,-12.9,6-7,6,7,15.6,30.8,-0.172,0.032,0.365,0.436,-9.3,-15.2,12
107,New Mexico,-13.0,4-8,4,8,29.3,43.8,0.028,0.197,0.39,0.513,-10.9,-14.5,12
108,UTSA,-13.1,4-8,4,8,12.7,27.4,-0.2,-0.007,0.326,0.404,-10.5,-14.7,12
109,Ohio,-13.3,6-6,6,6,17.8,31.4,-0.144,0.033,0.379,0.452,-12.8,-13.6,11
110,Tulane,-13.3,3-9,3,9,16.3,28.7,-0.156,-0.009,0.353,0.455,-14.7,-12.4,11
111,Bowling Green,-13.3,8-6,8,6,19.4,34.5,-0.105,0.069,0.345,0.48,-10.8,-15.1,13
112,Ball State,-13.4,5-7,5,7,21.7,38.4,-0.085,0.116,0.382,0.51,-8.5,-16.7,10
113,Massachusetts,-14.0,3-9,3,9,22.5,37.0,-0.069,0.108,0.371,0.48,-13.2,-14.6,12
114,Hawai'i,-14.5,4-9,4,9,18.9,35.9,-0.111,0.098,0.342,0.462,-10.8,-17.0,10
115,South Florida,-15.1,4-8,4,8,14.4,30.1,-0.174,0.01,0.329,0.462,-14.3,-15.7,11
116,Akron,-15.3,5-7,5,7,13.9,31.6,-0.199,0.035,0.369,0.456,-11.7,-17.7,11
117,Army,-16.6,4-8,4,8,24.6,42.7,-0.054,0.175,0.41,0.522,-14.4,-18.1,9
118,Kent State,-17.1,2-9,2,9,15.5,34.0,-0.163,0.067,0.343,0.466,-15.1,-18.5,11
119,Tulsa,-18.1,2-10,2,10,23.2,41.9,-0.07,0.188,0.399,0.467,-17.3,-18.7,12
120,Troy,-18.4,3-9,3,9,19.8,40.2,-0.11,0.148,0.372,0.498,-15.4,-20.3,11
121,North Texas,-19.2,4-8,4,8,16.1,38.3,-0.165,0.127,0.369,0.48,-14.7,-22.2,10
122,UConn,-19.4,2-10,2,10,15.2,34.7,-0.164,0.075,0.335,0.471,-19.3,-19.4,10
123,UNLV,-19.9,2-11,2,11,20.7,41.4,-0.092,0.167,0.361,0.496,-18.7,-20.7,12
124,Idaho,-21.7,1-10,1,10,21.8,44.3,-0.093,0.227,0.405,0.46,-20.6,-22.4,10
125,SMU,-24.5,1-11,1,11,13.6,40.1,-0.184,0.146,0.323,0.502,-21.3,-26.5,12
126,New Mexico State,-25.6,2-10,2,10,18.2,46.0,-0.124,0.208,0.348,0.565,-22.4,-27.8,10
127,Georgia State,-26.1,1-11,1,11,20.7,48.8,-0.094,0.253,0.364,0.56,-23.0,-28.1,10
128,Eastern Michigan,-27.7,2-10,2,10,10.4,41.4,-0.231,0.175,0.32,0.48,-22.8,-31.0,11
