rank,team,power_rating,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
109,Western Kentucky,-15.8,22.6,38.5,-0.023,0.086,0.352,0.477,-15.7,-15.9,10
110,Kansas,-16.0,16.6,36.1,-0.08,0.068,0.344,0.462,-10.7,-19.4,11
111,Memphis,-16.7,21.7,34.9,-0.039,0.056,0.368,0.462,-22.0,-13.2,11
112,Florida Atlantic,-17.7,15.1,32.6,-0.097,0.032,0.349,0.464,-18.1,-17.5,10
113,UNLV,-18.0,16.8,37.4,-0.081,0.067,0.351,0.495,-14.0,-20.6,13
114,New Mexico,-21.1,13.5,35.0,-0.105,0.051,0.33,0.475,-20.6,-21.5,12
115,New Mexico State,-21.6,13.7,35.3,-0.1,0.072,0.322,0.434,-21.6,-21.6,10
116,Buffalo,-21.6,5.7,25.8,-0.171,-0.019,0.301,0.421,-24.1,-20.0,11
117,Ball State,-24.3,7.2,36.5,-0.173,0.07,0.34,0.466,-16.8,-29.2,10
118,Bowling Green,-24.5,9.6,39.0,-0.145,0.085,0.33,0.493,-17.0,-29.4,11
119,Eastern Michigan,-24.8,13.6,40.3,-0.103,0.112,0.327,0.459,-21.9,-26.8,11
120,Akron,-26.4,10.6,38.3,-0.13,0.097,0.32,0.446,-24.6,-27.6,11
