rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
60,USC,1.7,Preseason,0,0,33.3,31.9,,,,,0.6,1.3,0
61,Coastal Carolina,1.1,Preseason,0,0,33.6,32.8,,,,,5.3,0.8,0
62,Memphis,1.1,Preseason,0,0,30.1,29.4,,,,,-0.3,0.7,0
63,Louisiana,0.9,Preseason,0,0,28.1,27.5,,,,,8.3,0.6,0
64,Western Michigan,0.8,Preseason,0,0,32.1,31.6,,,,,1.0,0.4,0
65,Tulsa,0.7,Preseason,0,0,24.2,23.8,,,,,2.3,0.4,0
66,Georgia State,0.4,Preseason,0,0,28.0,27.9,,,,,-1.4,0.1,0
67,Western Kentucky,0.3,Preseason,0,0,27.9,27.9,,,,,2.5,0.0,0
68,South Carolina,0.2,Preseason,0,0,28.0,28.1,,,,,-3.0,-0.1,0
69,Virginia Tech,-0.3,Preseason,0,0,28.2,28.8,,,,,0.3,-0.5,0
70,Missouri,-0.3,Preseason,0,0,27.9,28.5,,,,,-1.9,-0.6,0
71,Syracuse,-0.8,Preseason,0,0,24.8,25.9,,,,,-5.5,-1.1,0
72,San Diego State,-1.0,Preseason,0,0,18.0,19.3,,,,,4.6,-1.2,0
73,Colorado State,-1.2,Preseason,0,0,25.5,27.0,,,,,-4.0,-1.4,0
74,UTSA,-1.3,Preseason,0,0,29.1,30.7,,,,,-1.1,-1.5,0
75,Stanford,-1.3,Preseason,0,0,29.0,30.5,,,,,-5.3,-1.5,0
76,Virginia,-1.5,Preseason,0,0,32.4,34.2,,,,,0.3,-1.7,0
77,Central Michigan,-2.0,Preseason,0,0,25.0,27.3,,,,,0.1,-2.3,0
78,Liberty,-2.9,Preseason,0,0,28.8,32.0,,,,,2.1,-3.1,0
79,Marshall,-2.9,Preseason,0,0,24.2,27.4,,,,,2.3,-3.1,0
80,Army,-2.9,Preseason,0,0,24.8,28.0,,,,,3.0,-3.1,0
81,Boston College,-3.1,Preseason,0,0,25.4,28.8,,,,,-1.9,-3.3,0
82,Wyoming,-3.3,Preseason,0,0,23.2,26.8,,,,,-0.6,-3.5,0
83,East Carolina,-3.3,Preseason,0,0,26.8,30.4,,,,,-2.1,-3.5,0
84,Troy,-3.6,Preseason,0,0,22.4,26.3,,,,,-5.5,-3.8,0
85,Indiana,-3.7,Preseason,0,0,21.7,25.8,,,,,-0.8,-3.9,0
86,Georgia Southern,-4.3,Preseason,0,0,24.2,28.8,,,,,-6.3,-4.5,0
87,Colorado,-4.7,Preseason,0,0,24.3,29.3,,,,,-4.9,-4.9,0
88,Arizona,-4.9,Preseason,0,0,22.4,27.6,,,,,-10.2,-5.1,0
89,San José State,-5.2,Preseason,0,0,23.6,29.1,,,,,-4.1,-5.3,0
90,Northern Illinois,-5.6,Preseason,0,0,27.4,33.3,,,,,-6.3,-5.7,0
91,Northwestern,-5.7,Preseason,0,0,22.1,28.2,,,,,-3.3,-5.8,0
92,Nevada,-5.7,Preseason,0,0,27.1,33.1,,,,,2.4,-5.9,0
93,Navy,-5.8,Preseason,0,0,23.5,29.6,,,,,-2.7,-5.9,0
94,Florida Atlantic,-5.9,Preseason,0,0,22.9,29.1,,,,,-4.6,-6.0,0
95,Buffalo,-6.5,Preseason,0,0,24.9,31.7,,,,,-2.7,-6.6,0
96,North Texas,-6.5,Preseason,0,0,26.5,33.4,,,,,-10.9,-6.6,0
97,Hawai'i,-6.9,Preseason,0,0,24.1,31.4,,,,,-3.6,-7.0,0
98,South Florida,-7.2,Preseason,0,0,25.8,33.3,,,,,-10.5,-7.3,0
99,Old Dominion,-7.9,Preseason,0,0,19.8,28.0,,,,,-9.9,-8.0,0
100,UTEP,-8.1,Preseason,0,0,22.1,30.5,,,,,-11.3,-8.2,0
101,Miami (OH),-9.1,Preseason,0,0,23.7,33.1,,,,,-2.3,-9.1,0
102,Illinois,-9.1,Preseason,0,0,22.5,31.9,,,,,-3.4,-9.1,0
103,UNLV,-9.5,Preseason,0,0,24.4,34.1,,,,,-12.2,-9.5,0
104,Utah State,-10.9,Preseason,0,0,22.1,33.3,,,,,-3.3,-10.8,0
105,Kansas,-11.2,Preseason,0,0,24.1,35.6,,,,,-12.3,-11.2,0
106,Eastern Michigan,-11.4,Preseason,0,0,26.1,37.7,,,,,-4.1,-11.3,0
107,Georgia Tech,-11.4,Preseason,0,0,23.7,35.4,,,,,-6.8,-11.4,0
108,South Alabama,-11.6,Preseason,0,0,18.8,30.6,,,,,-8.1,-11.5,0
109,Kent State,-11.8,Preseason,0,0,27.1,39.2,,,,,-10.6,-11.7,0
110,Rutgers,-12.0,Preseason,0,0,17.4,29.7,,,,,-6.7,-12.0,0
111,Southern Miss,-12.6,Preseason,0,0,19.1,32.0,,,,,-13.7,-12.5,0
112,Ball State,-12.9,Preseason,0,0,21.5,34.7,,,,,-0.3,-12.8,0
113,Louisiana Tech,-13.2,Preseason,0,0,19.5,33.0,,,,,-8.3,-13.1,0
114,Ohio,-13.2,Preseason,0,0,24.2,37.7,,,,,-12.0,-13.1,0
115,Middle Tennessee,-13.7,Preseason,0,0,20.3,34.3,,,,,-7.6,-13.5,0
116,Texas State,-15.9,Preseason,0,0,21.9,38.1,,,,,-11.9,-15.7,0
117,Charlotte,-17.2,Preseason,0,0,27.1,44.5,,,,,-13.8,-16.9,0
118,Arkansas State,-17.2,Preseason,0,0,20.3,37.8,,,,,-11.2,-17.0,0
119,Bowling Green,-17.5,Preseason,0,0,14.3,32.1,,,,,-17.5,-17.2,0
120,Vanderbilt,-17.9,Preseason,0,0,18.8,37.0,,,,,-14.1,-17.7,0
121,Rice,-18.3,Preseason,0,0,17.1,35.7,,,,,-12.8,-18.0,0
122,Temple,-18.8,Preseason,0,0,15.8,34.9,,,,,-16.9,-18.5,0
123,UL Monroe,-19.1,Preseason,0,0,21.2,40.6,,,,,-13.8,-18.8,0
124,New Mexico,-19.8,Preseason,0,0,11.4,31.5,,,,,-14.1,-19.5,0
125,Duke,-22.4,Preseason,0,0,15.3,38.0,,,,,-13.7,-22.0,0
126,New Mexico State,-22.4,Preseason,0,0,17.1,39.8,,,,,-17.6,-22.0,0
127,UConn,-24.3,Preseason,0,0,13.5,38.1,,,,,-20.3,-23.8,0
128,Florida International,-25.9,Preseason,0,0,17.1,43.3,,,,,-22.0,-25.4,0
129,Akron,-27.2,Preseason,0,0,12.3,39.8,,,,,-21.1,-26.7,0
130,Massachusetts,-30.4,Preseason,0,0,14.9,45.6,,,,,-23.4,-29.8,0
