rank,team,power_rating,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
60,SMU,2.5,32.3,32.1,0.068,0.085,0.452,0.407,6.0,0.2,11
61,California,2.3,25.3,21.6,-0.022,-0.091,0.395,0.418,0.3,3.7,11
62,South Carolina,1.9,27.8,24.5,0.007,-0.042,0.419,0.415,-0.2,3.3,12
63,UTSA,1.4,29.2,29.7,0.022,0.032,0.44,0.439,4.3,-0.5,13
64,Toledo,1.3,27.1,25.2,0.019,-0.027,0.367,0.405,0.4,1.9,12
65,Virginia,1.3,35.7,33.6,0.099,0.083,0.507,0.467,-0.1,2.1,11
66,UCF,1.1,25.8,24.8,-0.021,-0.037,0.408,0.412,1.2,1.0,12
67,Tulsa,0.8,25.6,24.4,-0.036,-0.04,0.437,0.406,0.2,1.1,12
68,East Carolina,0.7,27.7,27.7,0.008,0.009,0.417,0.416,1.8,0.1,11
69,Syracuse,0.7,28.2,26.1,0.011,-0.022,0.425,0.43,-1.2,2.0,11
70,Marshall,0.3,26.4,27.2,-0.031,-0.01,0.454,0.441,2.1,-0.8,12
71,USC,-0.2,32.3,31.5,0.058,0.056,0.472,0.453,-1.5,0.7,12
72,Western Michigan,-0.3,32.3,32.0,0.064,0.081,0.459,0.413,-1.3,0.3,12
73,TCU,-0.7,35.4,34.9,0.111,0.107,0.466,0.46,-2.5,0.5,11
74,Army,-0.8,26.5,31.2,-0.012,0.06,0.417,0.429,4.9,-4.6,12
75,Colorado State,-0.9,26.9,26.6,-0.001,-0.002,0.405,0.401,-2.6,0.3,11
76,Georgia State,-1.0,27.7,27.7,-0.009,0.007,0.454,0.422,-2.4,-0.1,13
77,Missouri,-1.1,31.3,32.0,0.053,0.069,0.447,0.438,-1.8,-0.7,12
78,Memphis,-1.8,28.8,29.7,0.02,0.029,0.43,0.446,-3.3,-0.9,11
79,Wyoming,-2.0,27.6,29.0,0.004,0.023,0.42,0.435,-2.8,-1.4,12
80,Washington,-2.1,22.5,24.6,-0.077,-0.05,0.417,0.437,-2.2,-2.1,11
81,Hawai'i,-2.4,24.7,25.2,-0.034,-0.043,0.4,0.443,-5.2,-0.5,12
82,Illinois,-2.4,22.2,26.1,-0.071,-0.021,0.393,0.424,-0.3,-3.8,12
83,Tulane,-2.6,25.7,26.0,-0.011,-0.014,0.382,0.404,-5.9,-0.3,11
84,Virginia Tech,-3.0,26.4,30.3,-0.014,0.047,0.418,0.426,-1.5,-3.9,12
85,Boston College,-3.2,21.9,25.7,-0.074,-0.032,0.387,0.436,-2.3,-3.8,11
86,UTEP,-3.2,25.4,27.1,-0.009,-0.001,0.368,0.417,-5.6,-1.7,12
87,Navy,-3.5,23.8,27.4,-0.041,0.003,0.382,0.421,-3.4,-3.6,12
88,Central Michigan,-4.1,22.7,28.1,-0.061,0.004,0.384,0.445,-2.0,-5.5,12
89,Miami (OH),-4.8,24.3,31.3,-0.026,0.053,0.366,0.452,-1.4,-7.0,12
90,North Texas,-6.4,21.2,27.0,-0.09,0.002,0.397,0.405,-7.3,-5.8,12
91,San José State,-7.2,20.4,25.1,-0.101,-0.041,0.393,0.434,-10.8,-4.7,11
92,Stanford,-7.2,25.0,33.1,-0.027,0.07,0.395,0.477,-5.8,-8.1,12
93,Florida Atlantic,-7.2,20.9,27.9,-0.084,0.014,0.374,0.414,-7.5,-7.0,11
94,Old Dominion,-7.3,19.4,26.4,-0.11,-0.02,0.374,0.433,-7.6,-7.0,12
95,Colorado,-7.8,20.5,28.4,-0.082,0.01,0.353,0.44,-7.6,-7.9,11
96,Rutgers,-8.1,17.2,27.6,-0.149,0.019,0.385,0.388,-4.8,-10.3,12
97,Indiana,-8.2,19.0,27.1,-0.119,-0.011,0.381,0.441,-8.3,-8.2,11
98,South Alabama,-8.4,20.3,29.6,-0.102,0.03,0.389,0.439,-6.9,-9.3,11
99,UNLV,-8.6,22.7,31.4,-0.05,0.057,0.359,0.445,-8.5,-8.7,11
100,Arizona,-8.7,19.6,26.7,-0.109,-0.005,0.382,0.408,-11.1,-7.0,11
101,Middle Tennessee,-8.9,16.6,27.9,-0.15,0.001,0.364,0.441,-5.3,-11.3,12
102,Northern Illinois,-9.5,28.1,40.0,0.016,0.171,0.41,0.501,-5.9,-11.9,13
103,Troy,-9.8,18.9,27.9,-0.118,0.016,0.376,0.407,-10.9,-9.0,11
104,Kent State,-9.9,29.7,38.1,0.019,0.136,0.468,0.512,-12.1,-8.3,13
105,Georgia Tech,-10.7,22.2,37.1,-0.076,0.134,0.403,0.48,-4.5,-14.9,11
106,South Florida,-11.2,24.9,37.2,-0.049,0.13,0.442,0.494,-9.6,-12.3,11
107,Louisiana Tech,-11.6,21.9,34.7,-0.084,0.102,0.41,0.466,-9.8,-12.8,11
108,Northwestern,-11.9,22.0,35.4,-0.075,0.111,0.394,0.472,-9.6,-13.4,11
109,Ball State,-13.8,17.4,35.2,-0.145,0.088,0.382,0.517,-7.8,-17.8,12
110,Vanderbilt,-14.0,18.6,34.1,-0.107,0.091,0.338,0.467,-11.7,-15.5,11
111,Eastern Michigan,-14.0,21.3,39.9,-0.093,0.152,0.408,0.545,-7.2,-18.6,12
112,UL Monroe,-14.0,18.9,34.7,-0.108,0.099,0.352,0.471,-11.3,-15.8,11
113,Georgia Southern,-15.0,17.5,33.6,-0.136,0.094,0.363,0.441,-13.3,-16.2,11
114,Kansas,-15.7,24.9,42.5,-0.037,0.202,0.415,0.526,-12.9,-17.6,11
115,Ohio,-15.7,22.3,38.8,-0.075,0.146,0.402,0.518,-14.4,-16.5,11
116,Rice,-16.1,18.3,36.5,-0.126,0.123,0.371,0.484,-13.0,-18.2,11
117,Buffalo,-16.9,18.5,37.5,-0.128,0.149,0.384,0.459,-13.9,-18.9,11
118,Texas State,-18.5,17.7,39.5,-0.135,0.165,0.369,0.496,-13.6,-21.7,11
119,New Mexico,-18.7,7.9,28.2,-0.267,0.009,0.306,0.436,-16.1,-20.4,11
120,Bowling Green,-18.7,11.9,32.0,-0.204,0.063,0.311,0.455,-16.4,-20.2,11
121,Southern Miss,-19.3,11.3,32.2,-0.229,0.068,0.346,0.45,-16.8,-21.0,11
122,New Mexico State,-19.4,20.6,41.3,-0.099,0.186,0.394,0.521,-17.3,-20.8,11
123,Charlotte,-20.0,24.9,47.3,-0.035,0.287,0.407,0.51,-16.3,-22.4,11
124,Temple,-21.2,15.7,37.3,-0.158,0.13,0.349,0.497,-20.7,-21.6,11
125,Duke,-21.5,16.1,40.5,-0.166,0.194,0.383,0.471,-17.2,-24.4,11
126,Arkansas State,-22.0,15.2,41.0,-0.162,0.201,0.339,0.472,-16.3,-25.8,11
127,UConn,-23.8,12.0,37.9,-0.203,0.133,0.314,0.511,-20.8,-25.8,10
128,Akron,-25.1,18.2,45.2,-0.124,0.228,0.365,0.568,-22.3,-26.9,11
129,Massachusetts,-27.2,13.9,45.6,-0.178,0.255,0.326,0.519,-20.5,-31.7,10
130,Florida International,-28.1,16.0,46.0,-0.156,0.25,0.353,0.548,-25.3,-30.0,11
