rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
52,Georgia State,0.7,6-4,6,4,27.0,28.3,-0.012,-0.014,0.408,0.433,3.7,-1.3,10
53,Ole Miss,0.7,5-5,5,5,40.3,40.6,0.167,0.143,0.466,0.508,2.3,-0.4,9
54,Colorado,0.6,4-2,4,2,24.5,22.6,-0.045,-0.064,0.396,0.343,-1.3,2.0,6
55,Liberty,0.4,10-1,10,1,33.9,35.5,0.066,0.088,0.473,0.45,3.3,-1.6,9
56,Wake Forest,0.2,4-5,4,5,30.1,29.4,0.031,-0.002,0.418,0.445,-0.4,0.7,8
57,Penn State,0.2,4-5,4,5,25.6,26.4,-0.037,-0.038,0.417,0.422,1.6,-0.8,8
58,Boston College,0.1,6-5,6,5,33.1,32.2,0.055,0.031,0.471,0.467,-1.2,0.9,11
59,Virginia,-0.0,5-5,5,5,28.2,27.2,-0.012,-0.015,0.452,0.396,-1.6,1.0,9
60,Kansas State,-0.0,4-6,4,6,29.2,29.7,0.021,0.011,0.41,0.425,0.8,-0.6,10
61,NC State,-0.2,8-4,8,4,27.1,26.4,-0.022,-0.027,0.433,0.394,-1.5,0.7,12
62,Wyoming,-0.2,2-4,2,4,19.7,21.5,-0.115,-0.105,0.388,0.4,2.0,-1.8,6
63,Houston,-0.5,3-5,3,5,28.9,29.7,0.002,0.022,0.442,0.398,0.1,-0.8,8
64,SMU,-1.1,7-3,7,3,34.3,37.2,0.079,0.113,0.459,0.455,1.5,-2.9,9
65,Mississippi State,-1.5,4-7,4,7,19.3,20.7,-0.127,-0.114,0.399,0.394,-1.7,-1.4,10
66,Hawai'i,-2.3,5-4,5,4,28.2,31.0,-0.001,0.024,0.424,0.441,-1.4,-2.9,9
67,LSU,-2.4,5-5,5,5,27.7,32.0,-0.009,0.032,0.426,0.457,0.3,-4.3,9
68,Kentucky,-2.5,5-6,5,6,22.7,27.2,-0.081,-0.045,0.414,0.467,0.6,-4.5,11
69,Tennessee,-2.8,3-7,3,7,24.9,26.4,-0.048,-0.048,0.417,0.444,-4.8,-1.5,9
70,Northern Illinois,-3.0,0-6,0,6,23.9,26.3,-0.064,-0.042,0.417,0.425,-3.8,-2.4,6
71,Nebraska,-3.1,3-5,3,5,27.1,30.5,-0.027,0.017,0.446,0.439,-2.6,-3.4,7
72,UTSA,-3.4,7-5,7,5,25.5,29.8,-0.031,0.009,0.398,0.433,-2.2,-4.3,11
73,Missouri,-3.7,5-5,5,5,27.7,31.0,0.001,0.026,0.403,0.437,-4.4,-3.3,9
74,Purdue,-3.9,2-4,2,4,28.7,32.6,0.009,0.037,0.418,0.467,-3.8,-4.0,6
75,Georgia Tech,-4.0,3-7,3,7,29.0,29.2,0.001,0.001,0.449,0.429,-9.6,-0.2,10
76,Arkansas State,-4.3,4-7,4,7,31.9,35.1,0.06,0.086,0.416,0.443,-5.9,-3.2,10
77,Memphis,-4.7,8-3,8,3,26.0,32.5,-0.035,0.045,0.424,0.445,-1.9,-6.5,10
78,Oregon State,-4.9,2-5,2,5,31.2,35.2,0.035,0.072,0.447,0.479,-6.2,-4.0,6
79,Fresno State,-5.4,3-3,3,3,26.7,32.6,-0.031,0.067,0.442,0.4,-4.6,-5.9,6
80,East Carolina,-5.6,3-6,3,6,25.1,32.2,-0.048,0.038,0.424,0.45,-3.5,-7.1,9
81,Michigan,-6.6,2-4,2,4,31.6,39.5,0.057,0.142,0.411,0.471,-4.5,-7.9,6
82,Florida Atlantic,-7.9,5-4,5,4,18.5,27.9,-0.129,-0.026,0.377,0.444,-5.7,-9.4,9
83,Florida State,-8.0,3-6,3,6,28.9,34.8,0.009,0.071,0.429,0.467,-11.2,-5.9,8
84,Texas State,-8.2,2-10,2,10,26.3,35.6,-0.023,0.074,0.408,0.488,-6.5,-9.3,12
85,Western Kentucky,-8.4,5-7,5,7,18.4,27.1,-0.144,-0.027,0.407,0.421,-8.0,-8.7,11
86,Minnesota,-9.0,3-4,3,4,30.7,43.4,0.032,0.174,0.438,0.535,-3.4,-12.7,6
87,Michigan State,-9.1,2-5,2,5,15.6,25.4,-0.153,-0.05,0.33,0.414,-8.1,-9.8,7
88,South Alabama,-9.4,4-7,4,7,21.7,32.8,-0.082,0.035,0.379,0.479,-6.9,-11.1,11
89,Rutgers,-10.4,3-6,3,6,17.2,30.4,-0.138,0.002,0.349,0.469,-6.1,-13.2,8
90,Navy,-10.7,3-7,3,7,18.9,30.8,-0.116,0.029,0.361,0.422,-8.9,-11.9,10
91,South Carolina,-11.4,2-8,2,8,24.9,37.3,-0.037,0.094,0.389,0.503,-9.7,-12.4,10
92,Illinois,-12.3,2-6,2,6,26.7,40.2,-0.002,0.136,0.374,0.51,-10.4,-13.5,7
93,New Mexico,-12.4,2-5,2,5,21.2,35.8,-0.097,0.094,0.397,0.447,-9.2,-14.6,7
94,Syracuse,-12.8,1-10,1,10,14.8,27.0,-0.179,-0.032,0.36,0.43,-13.5,-12.3,11
95,Louisiana Tech,-12.8,5-5,5,5,17.3,32.6,-0.156,0.038,0.395,0.464,-9.0,-15.3,9
96,Duke,-13.0,2-9,2,9,20.8,33.4,-0.106,0.072,0.406,0.414,-13.5,-12.6,11
97,Middle Tennessee,-14.0,3-6,3,6,25.3,40.4,-0.044,0.151,0.421,0.484,-12.3,-15.1,9
98,South Florida,-14.2,1-8,1,8,21.4,35.7,-0.099,0.079,0.412,0.481,-14.0,-14.3,8
99,Southern Miss,-14.4,3-7,3,7,24.9,40.2,-0.043,0.146,0.405,0.485,-13.0,-15.3,9
100,Kansas,-14.6,0-9,0,9,17.0,31.6,-0.138,0.03,0.343,0.447,-14.6,-14.6,9
101,UTEP,-14.8,3-5,3,5,19.0,34.3,-0.107,0.069,0.343,0.454,-14.2,-15.3,6
102,Charlotte,-15.1,2-4,2,4,22.7,40.1,-0.073,0.134,0.397,0.509,-11.7,-17.3,6
103,North Texas,-16.2,4-6,4,6,31.2,46.5,0.035,0.237,0.45,0.498,-17.7,-15.3,9
104,UNLV,-18.2,0-6,0,6,26.0,44.6,-0.028,0.209,0.41,0.499,-17.5,-18.6,6
105,Akron,-20.1,1-5,1,5,12.1,36.0,-0.213,0.092,0.342,0.462,-14.3,-24.0,6
106,Temple,-20.2,1-6,1,6,16.1,37.8,-0.155,0.116,0.351,0.47,-17.8,-21.7,7
107,Utah State,-22.6,1-5,1,5,14.1,39.9,-0.194,0.139,0.37,0.489,-17.9,-25.8,6
108,UL Monroe,-23.7,0-10,0,10,16.6,41.4,-0.154,0.157,0.364,0.501,-22.0,-24.8,10
109,Vanderbilt,-23.7,0-9,0,9,18.1,44.8,-0.134,0.198,0.373,0.531,-19.0,-26.8,9
