rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
87,Troy,-6.4,10-3,10,3,19.4,31.8,-0.14,0.048,0.395,0.422,2.8,-12.5,10
88,Arizona State,-6.6,5-7,5,7,25.3,33.8,-0.04,0.074,0.384,0.436,-4.0,-8.4,11
89,Virginia,-6.7,2-10,2,10,22.0,29.3,-0.104,0.012,0.41,0.415,-5.7,-7.3,11
90,Northern Illinois,-6.7,5-7,5,7,28.5,38.4,-0.005,0.134,0.419,0.469,-1.9,-10.0,11
91,Kent State,-6.9,3-9,3,9,27.7,34.1,0.001,0.069,0.375,0.459,-7.7,-6.4,10
92,Utah State,-7.0,3-9,3,9,23.6,30.2,-0.065,0.012,0.378,0.447,-7.6,-6.6,11
93,Idaho,-7.0,9-4,9,4,24.8,35.5,-0.068,0.077,0.432,0.492,-1.6,-10.6,10
94,Army,-7.1,8-5,8,5,25.9,34.1,-0.052,0.068,0.431,0.459,-5.5,-8.2,10
95,Illinois,-7.8,3-9,3,9,22.6,28.7,-0.083,-0.013,0.382,0.449,-10.3,-6.1,11
96,Central Michigan,-8.0,6-7,6,7,22.3,31.0,-0.09,0.023,0.386,0.45,-6.9,-8.7,12
97,Louisiana,-8.0,6-7,6,7,19.8,28.4,-0.136,-0.014,0.4,0.44,-7.2,-8.6,12
98,Georgia Southern,-8.6,5-7,5,7,24.3,34.6,-0.062,0.073,0.396,0.466,-6.1,-10.3,11
99,Tulane,-9.0,4-8,4,8,18.7,27.4,-0.135,-0.022,0.358,0.423,-9.4,-8.7,11
100,Eastern Michigan,-9.1,7-6,7,6,26.3,37.4,-0.042,0.097,0.426,0.517,-6.2,-11.1,12
101,Cincinnati,-9.5,4-8,4,8,20.1,28.2,-0.128,-0.021,0.397,0.45,-11.6,-8.1,11
102,East Carolina,-9.8,3-9,3,9,28.8,36.4,0.002,0.099,0.417,0.475,-13.0,-7.6,11
103,Hawai'i,-9.9,7-7,7,7,26.0,36.5,-0.038,0.096,0.404,0.486,-8.9,-10.5,13
104,South Alabama,-10.0,6-7,6,7,25.0,36.4,-0.057,0.093,0.411,0.488,-7.9,-11.4,11
105,Georgia State,-10.7,3-9,3,9,21.6,31.5,-0.086,0.025,0.352,0.465,-11.9,-9.9,11
106,Akron,-11.3,5-7,5,7,21.8,35.1,-0.091,0.072,0.373,0.488,-8.4,-13.2,11
107,Rutgers,-11.3,2-10,2,10,16.4,28.7,-0.173,-0.01,0.364,0.442,-9.9,-12.3,11
108,Ball State,-11.7,4-8,4,8,24.5,37.3,-0.083,0.109,0.453,0.484,-9.9,-12.8,11
109,Purdue,-11.8,3-9,3,9,26.0,37.4,-0.042,0.121,0.415,0.459,-12.4,-11.4,11
110,Kansas,-12.4,2-10,2,10,16.1,27.8,-0.174,-0.021,0.356,0.434,-13.5,-11.6,11
111,Nevada,-12.8,5-7,5,7,25.5,38.8,-0.048,0.115,0.408,0.526,-12.1,-13.3,10
112,North Texas,-13.6,5-8,5,8,17.9,30.6,-0.142,0.021,0.345,0.442,-14.8,-12.8,12
113,UNLV,-13.8,4-8,4,8,25.5,39.7,-0.031,0.141,0.37,0.497,-13.3,-14.1,11
114,Massachusetts,-14.8,2-10,2,10,23.3,37.6,-0.072,0.113,0.383,0.484,-15.4,-14.3,11
115,New Mexico State,-15.7,3-9,3,9,21.0,36.9,-0.106,0.103,0.376,0.484,-15.4,-15.9,11
116,UConn,-16.2,3-9,3,9,17.9,34.0,-0.147,0.062,0.359,0.472,-16.4,-16.1,11
117,Bowling Green,-16.4,4-8,4,8,17.6,38.0,-0.163,0.127,0.386,0.47,-10.3,-20.4,10
118,San José State,-17.0,4-8,4,8,18.7,37.5,-0.139,0.111,0.369,0.485,-14.3,-18.7,11
119,Charlotte,-18.1,4-8,4,8,15.9,34.6,-0.167,0.066,0.33,0.484,-17.1,-18.7,10
120,Buffalo,-18.2,2-10,2,10,17.9,35.6,-0.143,0.079,0.35,0.489,-19.0,-17.6,11
121,Florida International,-18.9,4-8,4,8,18.3,38.0,-0.146,0.108,0.371,0.512,-17.7,-19.7,12
122,Fresno State,-19.8,1-11,1,11,14.8,36.3,-0.181,0.08,0.323,0.514,-17.4,-21.5,11
123,Marshall,-19.9,3-9,3,9,16.7,37.5,-0.164,0.111,0.351,0.486,-18.4,-20.8,10
124,UL Monroe,-21.5,4-8,4,8,16.2,42.3,-0.178,0.176,0.368,0.516,-14.6,-26.2,11
125,Rice,-21.5,3-9,3,9,17.4,41.1,-0.162,0.177,0.375,0.467,-18.4,-23.7,11
126,Florida Atlantic,-21.8,3-9,3,9,22.6,47.1,-0.087,0.247,0.391,0.525,-17.6,-24.6,10
127,UTEP,-24.5,4-8,4,8,14.6,42.8,-0.192,0.178,0.342,0.529,-18.8,-28.2,10
128,Texas State,-28.1,2-10,2,10,12.7,43.5,-0.219,0.196,0.333,0.511,-24.2,-30.8,11
