sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
100,Northern Illinois,Mid-American,0.0,2,10,2-10,11.46,-9.46,-10.1,-23.0,116,12
101,Northwestern,Big Ten,0.0,6,6,6-6,10.22,-4.22,-2.8,-2.2,68,12
102,Notre Dame,FBS Independents,0.0,3,9,3-9,9.15,-6.15,4.8,-7.3,85,12
103,Ohio,Mid-American,0.0,6,6,6-6,11.43,-5.43,-11.8,-14.8,104,12
104,Miami (OH),Mid-American,0.0,6,7,6-7,12.3,-6.3,-9.1,-17.0,109,13
105,Miami,ACC,0.0,5,7,5-7,10.06,-5.06,-1.5,-4.8,76,12
106,Ole Miss,SEC,0.0,3,9,3-9,8.43,-5.43,5.3,-0.6,64,12
107,Memphis,Conference USA,0.0,7,6,7-6,12.38,-5.38,-9.8,-14.4,103,13
108,Marshall,Conference USA,0.0,3,9,3-9,10.27,-7.27,-4.3,-6.5,83,12
109,Pittsburgh,Big East,0.0,5,7,5-7,9.83,-4.83,-0.8,-3.5,72,12
110,Rice,Conference USA,0.0,3,9,3-9,10.53,-7.53,-5.0,-21.1,115,12
111,SMU,Conference USA,0.0,1,11,1-11,10.36,-9.36,-4.7,-9.7,93,12
112,San Diego State,Mountain West,0.0,4,8,4-8,9.36,-5.36,3.3,-7.3,86,12
113,San José State,Western Athletic,0.0,5,7,5-7,10.08,-5.08,-1.9,-10.9,96,12
114,Louisiana Tech,Western Athletic,0.0,5,7,5-7,9.67,-4.67,-1.0,-6.6,84,12
115,Southern Miss,Conference USA,0.0,7,6,7-6,11.83,-4.83,-7.2,-1.0,66,13
116,Louisiana,Sun Belt,0.0,3,9,3-9,10.77,-7.77,-7.4,-9.2,91,12
117,NC State,ACC,0.0,5,7,5-7,10.34,-5.34,-0.1,-5.4,79,12
118,Wyoming,Mountain West,0.0,5,7,5-7,9.93,-4.93,0.9,0.1,62,12
