sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
59,Vanderbilt,SEC,0.1,6,7,6-7,10.51,-4.51,3.1,3.3,53,13
60,South Carolina,SEC,0.1,6,7,6-7,10.38,-4.38,2.3,-0.4,67,13
61,California,Pac-12,0.1,5,7,5-7,9.33,-4.33,5.4,0.0,65,12
62,Charlotte,Conference USA,0.0,4,8,4-8,10.95,-6.95,-9.4,-18.1,119,12
63,Tulane,American Athletic,0.0,4,8,4-8,10.96,-6.96,-4.0,-9.0,99,12
64,Cincinnati,American Athletic,0.0,4,8,4-8,10.83,-6.83,-2.8,-9.5,101,12
65,Colorado State,Mountain West,0.0,7,6,7-6,11.68,-4.68,-4.1,1.5,61,13
66,Texas Tech,Big 12,0.0,5,7,5-7,9.92,-4.92,1.5,-0.6,68,12
67,Texas State,Sun Belt,0.0,2,10,2-10,11.3,-9.3,-7.1,-28.1,128,12
68,Duke,ACC,0.0,4,8,4-8,9.13,-5.13,3.9,-1.3,72,12
69,UCLA,Pac-12,0.0,4,8,4-8,9.56,-5.56,4.0,5.0,47,12
70,Texas,Big 12,0.0,5,7,5-7,9.87,-4.87,2.2,2.1,60,12
71,East Carolina,American Athletic,0.0,3,9,3-9,10.37,-7.37,-1.2,-9.8,102,12
72,Eastern Michigan,Mid-American,0.0,7,6,7-6,12.16,-5.16,-6.6,-9.1,100,13
73,TCU,Big 12,0.0,6,7,6-7,10.93,-4.93,1.6,5.0,45,13
74,Syracuse,ACC,0.0,4,8,4-8,8.74,-4.74,5.5,-6.2,86,12
75,Florida Atlantic,Conference USA,0.0,3,9,3-9,10.91,-7.91,-9.9,-21.8,126,12
76,UCF,American Athletic,0.0,6,7,6-7,11.35,-5.35,-3.4,1.2,62,13
77,Miami (OH),Mid-American,0.0,6,7,6-7,12.23,-6.23,-7.6,-4.1,78,13
78,UConn,American Athletic,0.0,3,9,3-9,11.01,-8.01,-3.9,-16.2,116,12
79,Southern Miss,Conference USA,0.0,7,6,7-6,11.86,-4.86,-9.3,-6.2,85,13
80,UNLV,Mountain West,0.0,4,8,4-8,11.11,-7.11,-6.9,-13.8,113,12
81,Central Michigan,Mid-American,0.0,6,7,6-7,11.71,-5.71,-4.1,-8.0,96,13
82,UTEP,Conference USA,0.0,4,8,4-8,11.59,-7.59,-11.4,-24.5,127,12
83,UTSA,Conference USA,0.0,6,7,6-7,12.15,-6.15,-8.9,-5.1,80,13
84,Utah State,Mountain West,0.0,3,9,3-9,10.43,-7.43,-2.2,-7.0,92,12
85,Virginia,ACC,0.0,2,10,2-10,9.73,-7.73,1.6,-6.7,89,12
86,Buffalo,Mid-American,0.0,2,10,2-10,11.34,-9.34,-8.1,-18.2,120,12
87,Bowling Green,Mid-American,0.0,4,8,4-8,10.66,-6.66,-5.0,-16.4,117,12
88,Ball State,Mid-American,0.0,4,8,4-8,11.2,-7.2,-7.9,-11.7,108,12
89,Army,FBS Independents,0.0,8,5,8-5,12.21,-4.21,-10.0,-7.1,94,13
90,Arkansas State,Sun Belt,0.0,8,5,8-5,12.06,-4.06,-9.1,-0.7,69,13
91,Arizona State,Pac-12,0.0,5,7,5-7,9.37,-4.37,3.3,-6.6,88,12
92,Arizona,Pac-12,0.0,3,9,3-9,9.21,-6.21,4.3,-5.6,81,12
93,UL Monroe,Sun Belt,0.0,4,8,4-8,10.42,-6.42,-5.3,-21.5,124,12
94,Florida International,Conference USA,0.0,4,8,4-8,11.32,-7.32,-8.1,-18.9,121,12
95,South Alabama,Sun Belt,0.0,6,7,6-7,12.38,-6.38,-9.1,-10.0,104,13
96,Louisiana Tech,Conference USA,0.0,9,5,9-5,12.92,-3.92,-7.9,2.1,59,14
97,Northern Illinois,Mid-American,0.0,5,7,5-7,10.88,-5.88,-5.7,-6.7,90,12
98,North Texas,Conference USA,0.0,5,8,5-8,11.95,-6.95,-7.9,-13.6,112,13
99,Louisiana,Sun Belt,0.0,6,7,6-7,12.35,-6.35,-8.8,-8.0,97,13
100,New Mexico State,Sun Belt,0.0,3,9,3-9,11.12,-8.12,-6.7,-15.7,115,12
101,New Mexico,Mountain West,0.0,9,4,9-4,12.46,-3.46,-9.1,-3.9,77,13
102,Nevada,Mountain West,0.0,5,7,5-7,11.47,-6.47,-9.8,-12.8,111,12
103,Akron,Mid-American,0.0,5,7,5-7,10.8,-5.8,-5.7,-11.3,106,12
104,San José State,Mountain West,0.0,4,8,4-8,10.9,-6.9,-5.1,-17.0,118,12
105,Marshall,Conference USA,0.0,3,9,3-9,10.73,-7.73,-7.1,-19.9,123,12
106,Missouri,SEC,0.0,4,8,4-8,9.55,-5.55,2.5,-1.1,70,12
107,Maryland,Big Ten,0.0,6,7,6-7,10.28,-4.28,0.8,-2.2,75,13
108,Massachusetts,FBS Independents,0.0,2,10,2-10,10.84,-8.84,-4.2,-14.8,114,12
109,Middle Tennessee,Conference USA,0.0,8,5,8-5,12.38,-4.38,-10.4,-5.8,83,13
110,Michigan State,Big Ten,0.0,3,9,3-9,8.93,-5.93,4.7,4.5,51,12
111,Kent State,Mid-American,0.0,3,9,3-9,10.08,-7.08,-4.6,-6.9,91,12
112,Notre Dame,FBS Independents,0.0,4,8,4-8,9.8,-5.8,3.6,6.1,37,12
113,Ohio,Mid-American,0.0,8,6,8-6,12.93,-4.93,-8.5,-4.7,79,14
114,Kansas,Big 12,0.0,2,10,2-10,9.72,-7.72,2.7,-12.4,110,12
115,Iowa State,Big 12,0.0,3,9,3-9,9.9,-6.9,1.1,-0.2,66,12
116,Indiana,Big Ten,0.0,6,7,6-7,10.27,-4.27,2.1,2.2,57,13
117,Illinois,Big Ten,0.0,3,9,3-9,9.3,-6.3,3.5,-7.8,95,12
118,Hawai'i,Mountain West,0.0,7,7,7-7,12.53,-5.53,-5.8,-9.9,103,14
119,Oregon,Pac-12,0.0,4,8,4-8,9.17,-5.17,3.9,-1.3,71,12
120,Oregon State,Pac-12,0.0,4,8,4-8,9.36,-5.36,4.1,2.2,58,12
121,Georgia State,Sun Belt,0.0,3,9,3-9,10.99,-7.99,-8.2,-10.7,105,12
122,Georgia Southern,Sun Belt,0.0,5,7,5-7,10.9,-5.9,-6.0,-8.6,98,12
123,Purdue,Big Ten,0.0,3,9,3-9,10.18,-7.18,0.1,-11.8,109,12
124,Rice,Conference USA,0.0,3,9,3-9,11.0,-8.0,-8.0,-21.5,125,12
125,Rutgers,Big Ten,0.0,2,10,2-10,8.57,-6.57,5.8,-11.3,107,12
126,SMU,American Athletic,0.0,5,7,5-7,10.69,-5.69,-1.5,-6.1,84,12
127,Fresno State,Mountain West,0.0,1,11,1-11,11.06,-10.06,-5.2,-19.8,122,12
128,Wyoming,Mountain West,0.0,8,6,8-6,12.88,-4.88,-3.5,-2.4,76,14
