sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
36,Duke,ACC,2.2,7,5,7-5,9.59,-2.59,2.4,6.3,40,12
37,Iowa State,Big 12,2.1,7,5,7-5,9.62,-2.62,3.0,10.1,26,12
38,Toledo,Mid-American,2.1,11,2,11-2,12.66,-1.66,-10.3,1.9,52,13
39,North Carolina,ACC,1.8,8,4,8-4,10.63,-2.63,0.3,8.6,31,12
40,Miami,ACC,1.6,7,5,7-5,9.86,-2.86,1.6,10.4,25,12
41,Memphis,American Athletic,1.5,9,3,9-3,11.09,-2.09,-7.1,1.3,56,12
42,California,Pac-12,1.2,6,6,6-6,9.03,-3.03,5.0,5.2,44,12
43,Maryland,Big Ten,1.2,7,5,7-5,9.53,-2.53,1.5,9.0,30,12
44,UCLA,Pac-12,1.1,7,5,7-5,9.89,-2.89,1.2,7.0,35,12
45,Auburn,SEC,1.0,6,6,6-6,9.05,-3.05,3.7,6.8,36,12
46,Texas Tech,Big 12,0.7,6,6,6-6,9.21,-3.21,4.3,3.6,45,12
47,Florida,SEC,0.5,5,7,5-7,8.62,-3.62,5.2,6.8,37,12
48,Georgia Tech,ACC,0.4,6,6,6-6,9.56,-3.56,3.0,2.6,50,12
49,Rutgers,Big Ten,0.4,6,6,6-6,9.2,-3.2,2.5,-0.2,63,12
50,Northwestern,Big Ten,0.4,7,5,7-5,10.38,-3.38,0.3,-0.0,62,12
51,Wyoming,Mountain West,0.3,8,4,8-4,10.86,-2.86,-4.8,-3.1,75,12
52,South Carolina,SEC,0.2,5,7,5-7,9.03,-4.03,5.2,5.4,43,12
53,New Mexico State,Conference USA,0.2,10,4,10-4,13.03,-3.03,-7.4,0.4,60,14
54,Mississippi State,SEC,0.2,5,7,5-7,9.16,-4.16,4.3,-2.6,72,12
55,San José State,Mountain West,0.1,7,5,7-5,10.69,-3.69,-3.3,1.0,59,12
56,Ohio,Mid-American,0.1,9,3,9-3,11.66,-2.66,-12.3,-1.0,67,12
57,BYU,Big 12,0.1,5,7,5-7,9.49,-4.49,3.2,-5.2,86,12
58,UNLV,Mountain West,0.1,9,4,9-4,11.89,-2.89,-6.3,-1.2,68,13
59,UCF,Big 12,0.1,6,6,6-6,9.87,-3.87,-0.8,8.4,33,12
60,Wisconsin,Big Ten,0.1,7,5,7-5,10.59,-3.59,0.2,3.5,47,12
61,Washington State,Pac-12,0.1,5,7,5-7,9.11,-4.11,4.4,5.9,41,12
62,Jacksonville State,Conference USA,0.1,8,4,8-4,11.38,-3.38,-7.8,-1.4,70,12
63,Syracuse,ACC,0.0,6,6,6-6,10.49,-4.49,-1.9,-3.9,80,12
64,Baylor,Big 12,0.0,3,9,3-9,9.92,-6.92,2.8,-7.3,98,12
65,Tulsa,American Athletic,0.0,4,8,4-8,10.41,-6.41,-4.9,-14.2,121,12
66,South Florida,American Athletic,0.0,6,6,6-6,11.18,-5.18,-8.3,-10.8,106,12
67,Southern Miss,Sun Belt,0.0,3,9,3-9,10.81,-7.81,-3.3,-14.0,120,12
68,Ball State,Mid-American,0.0,4,8,4-8,10.84,-6.84,-7.9,-12.3,112,12
69,Boise State,Mountain West,0.0,8,5,8-5,11.83,-3.83,-3.7,5.5,42,13
70,TCU,Big 12,0.0,5,7,5-7,9.53,-4.53,3.2,7.7,34,12
71,Texas State,Sun Belt,0.0,7,5,7-5,11.51,-4.51,-8.3,-5.2,87,12
72,Boston College,ACC,0.0,6,6,6-6,10.5,-4.5,-1.7,-3.4,77,12
73,Stanford,Pac-12,0.0,3,9,3-9,8.3,-5.3,8.1,-6.5,95,12
74,Buffalo,Mid-American,0.0,3,9,3-9,11.38,-8.38,-9.1,-13.9,119,12
75,Temple,American Athletic,0.0,3,9,3-9,11.36,-8.36,-7.2,-22.0,132,12
76,Bowling Green,Mid-American,0.0,7,5,7-5,10.64,-3.64,-6.9,-4.8,83,12
77,Louisiana,Sun Belt,0.0,6,6,6-6,11.42,-5.42,-8.6,-5.4,88,12
78,UAB,American Athletic,0.0,4,8,4-8,10.95,-6.95,-6.9,-10.4,105,12
79,Virginia,ACC,0.0,3,9,3-9,9.62,-6.62,4.8,-2.6,71,12
80,Western Michigan,Mid-American,0.0,4,8,4-8,11.48,-7.48,-7.6,-15.3,122,12
81,Western Kentucky,Conference USA,0.0,7,5,7-5,10.55,-3.55,-4.2,-3.2,76,12
82,App State,Sun Belt,0.0,8,5,8-5,11.94,-3.94,-5.9,1.2,58,13
83,Arizona State,Pac-12,0.0,3,9,3-9,9.03,-6.03,6.3,-3.6,79,12
84,Wake Forest,ACC,0.0,4,8,4-8,9.83,-5.83,1.8,-6.3,93,12
85,Virginia Tech,ACC,0.0,6,6,6-6,10.45,-4.45,0.9,3.6,46,12
86,Vanderbilt,SEC,0.0,2,10,2-10,9.35,-7.35,3.9,-11.9,109,12
87,Army,FBS Independents,0.0,6,6,6-6,10.89,-4.89,-6.8,-12.8,117,12
88,Utah State,Mountain West,0.0,6,6,6-6,11.32,-5.32,-6.9,-6.9,96,12
89,Arkansas,SEC,0.0,4,8,4-8,9.04,-5.04,1.9,1.2,57,12
90,UTSA,American Athletic,0.0,8,4,8-4,11.38,-3.38,-7.6,-1.2,69,12
91,UTEP,Conference USA,0.0,3,9,3-9,10.95,-7.95,-4.3,-12.0,111,12
92,Arkansas State,Sun Belt,0.0,6,6,6-6,10.76,-4.76,-5.0,-8.1,100,12
93,UConn,FBS Independents,0.0,3,9,3-9,10.86,-7.86,-4.6,-16.1,124,12
94,UL Monroe,Sun Belt,0.0,2,10,2-10,10.71,-8.71,-3.3,-18.8,129,12
95,San Diego State,Mountain West,0.0,4,8,4-8,10.91,-6.91,-4.2,-12.7,115,12
96,South Alabama,Sun Belt,0.0,6,6,6-6,11.07,-5.07,-6.3,3.0,49,12
97,Middle Tennessee,Conference USA,0.0,4,8,4-8,10.27,-6.27,-3.7,-5.7,92,12
98,New Mexico,Mountain West,0.0,4,8,4-8,11.07,-7.07,-5.7,-11.9,110,12
99,Nevada,Mountain West,0.0,2,10,2-10,11.09,-9.09,-5.7,-19.0,130,12
100,Nebraska,Big Ten,0.0,5,7,5-7,10.59,-5.59,0.6,1.7,53,12
101,Navy,American Athletic,0.0,5,7,5-7,10.87,-5.87,-7.5,-12.8,116,12
102,Akron,Mid-American,0.0,2,10,2-10,11.59,-9.59,-11.6,-20.5,131,12
103,Georgia State,Sun Belt,0.0,6,6,6-6,10.69,-4.69,-3.6,-9.0,102,12
104,Minnesota,Big Ten,0.0,5,7,5-7,9.76,-4.76,2.9,-5.1,84,12
105,Michigan State,Big Ten,0.0,4,8,4-8,8.92,-4.92,4.4,-8.0,99,12
106,Louisiana Tech,Conference USA,0.0,3,9,3-9,11.07,-8.07,-5.5,-12.7,114,12
107,Hawai'i,Mountain West,0.0,5,8,5-8,11.8,-6.8,-5.5,-13.2,118,13
108,Houston,Big 12,0.0,4,8,4-8,10.17,-6.17,2.6,-5.6,90,12
109,Illinois,Big Ten,0.0,5,7,5-7,10.16,-5.16,2.8,1.5,55,12
110,Indiana,Big Ten,0.0,3,9,3-9,8.78,-5.78,4.0,-5.7,91,12
111,Massachusetts,FBS Independents,0.0,3,9,3-9,10.54,-7.54,-4.6,-16.3,125,12
112,Marshall,Sun Belt,0.0,6,6,6-6,11.1,-5.1,-3.9,-5.2,85,12
113,Kent State,Mid-American,0.0,1,11,1-11,11.43,-10.43,-8.6,-28.9,133,12
114,Georgia Southern,Sun Belt,0.0,6,6,6-6,11.26,-5.26,-6.6,-8.9,101,12
115,North Texas,American Athletic,0.0,5,7,5-7,11.37,-6.37,-8.3,-11.5,108,12
116,Northern Illinois,Mid-American,0.0,6,6,6-6,11.65,-5.65,-12.7,-6.3,94,12
117,Fresno State,Mountain West,0.0,8,4,8-4,11.5,-3.5,-8.9,-5.6,89,12
118,Sam Houston,Conference USA,0.0,3,9,3-9,11.34,-8.34,-6.6,-11.3,107,12
119,Central Michigan,Mid-American,0.0,5,7,5-7,10.94,-5.94,-7.8,-15.6,123,12
120,Charlotte,American Athletic,0.0,3,9,3-9,11.06,-8.06,-5.9,-16.9,127,12
121,Rice,American Athletic,0.0,6,6,6-6,11.02,-5.02,-7.0,-2.9,74,12
122,Purdue,Big Ten,0.0,4,8,4-8,9.85,-5.85,3.5,-0.5,65,12
123,Pittsburgh,ACC,0.0,3,9,3-9,9.73,-6.73,2.6,-2.6,73,12
124,Cincinnati,Big 12,0.0,3,9,3-9,10.36,-7.36,0.7,-7.1,97,12
125,Coastal Carolina,Sun Belt,0.0,7,5,7-5,11.27,-4.27,-5.2,-3.5,78,12
126,Colorado,Pac-12,0.0,4,8,4-8,8.97,-4.97,7.3,0.0,61,12
127,Colorado State,Mountain West,0.0,5,7,5-7,11.42,-6.42,-6.4,-9.8,103,12
128,Old Dominion,Sun Belt,0.0,6,6,6-6,11.03,-5.03,-4.4,-4.7,82,12
129,East Carolina,American Athletic,0.0,2,10,2-10,10.71,-8.71,-4.5,-12.4,113,12
130,Eastern Michigan,Mid-American,0.0,6,6,6-6,11.71,-5.71,-13.3,-18.6,128,12
131,Florida Atlantic,American Athletic,0.0,4,8,4-8,11.32,-7.32,-6.9,-10.1,104,12
132,Florida International,Conference USA,0.0,4,8,4-8,11.47,-7.47,-7.4,-16.3,126,12
133,Air Force,Mountain West,0.0,8,4,8-4,11.57,-3.57,-8.6,-0.8,66,12
