sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
40,Wisconsin,Big Ten,1.4,7,5,7-5,9.73,-2.73,1.1,8.6,31,12
41,Troy,Sun Belt,1.4,9,3,9-3,11.21,-2.21,-9.2,-3.2,83,12
42,Buffalo,Mid-American,1.2,10,3,10-3,12.29,-2.29,-7.9,-1.5,74,13
43,Georgia Southern,Sun Belt,1.2,9,3,9-3,10.82,-1.82,-8.9,-3.9,84,12
44,Duke,ACC,1.1,7,5,7-5,9.85,-2.85,1.7,-0.2,68,12
45,Boston College,ACC,1.0,7,5,7-5,9.94,-2.94,0.2,2.1,55,12
46,Arizona State,Pac-12,0.9,7,5,7-5,10.19,-3.19,0.6,5.2,43,12
47,Georgia Tech,ACC,0.9,7,5,7-5,9.58,-2.58,-0.1,2.8,53,12
48,Temple,American Athletic,0.8,8,4,8-4,10.71,-2.71,-5.1,6.7,39,12
49,UAB,Conference USA,0.8,10,3,10-3,12.24,-2.24,-10.4,0.1,66,13
50,Ole Miss,SEC,0.7,5,7,5-7,8.29,-3.29,6.4,7.6,35,12
51,TCU,Big 12,0.5,6,6,6-6,9.55,-3.55,3.3,1.5,57,12
52,California,Pac-12,0.5,7,5,7-5,10.41,-3.41,-0.4,1.5,58,12
53,Purdue,Big Ten,0.5,6,6,6-6,9.73,-3.73,5.1,7.2,37,12
54,Oklahoma State,Big 12,0.2,6,6,6-6,9.9,-3.9,1.4,6.0,40,12
55,Middle Tennessee,Conference USA,0.2,8,5,8-5,11.09,-3.09,-4.0,-1.6,75,13
56,Minnesota,Big Ten,0.2,6,6,6-6,9.93,-3.93,2.6,0.1,67,12
57,Baylor,Big 12,0.2,6,6,6-6,9.77,-3.77,0.8,-0.4,70,12
58,Miami,ACC,0.2,7,5,7-5,10.62,-3.62,-1.2,9.4,29,12
59,Kansas State,Big 12,0.1,5,7,5-7,9.2,-4.2,2.8,1.3,59,12
60,Arkansas State,Sun Belt,0.1,8,4,8-4,10.71,-2.71,-7.9,0.7,63,12
61,Wake Forest,ACC,0.1,6,6,6-6,9.85,-3.85,-0.3,-1.1,72,12
62,Northern Illinois,Mid-American,0.1,8,5,8-5,11.75,-3.75,-2.7,-1.0,71,13
63,North Texas,Conference USA,0.1,9,3,9-3,11.72,-2.72,-13.3,-2.3,79,12
64,Virginia,ACC,0.1,7,5,7-5,10.82,-3.82,-3.3,3.6,49,12
65,Florida State,ACC,0.1,5,7,5-7,9.21,-4.21,3.2,0.6,64,12
66,BYU,FBS Independents,0.1,6,6,6-6,9.98,-3.98,-1.0,1.8,56,12
67,Ohio,Mid-American,0.1,8,4,8-4,11.25,-3.25,-8.9,3.5,50,12
68,Texas Tech,Big 12,0.1,5,7,5-7,9.78,-4.78,3.2,3.6,48,12
69,Houston,American Athletic,0.1,8,4,8-4,11.34,-3.34,-7.5,1.0,60,12
70,Maryland,Big Ten,0.1,5,7,5-7,9.27,-4.27,3.9,4.0,45,12
71,San Diego State,Mountain West,0.1,7,5,7-5,10.78,-3.78,-4.7,-2.1,77,12
72,Memphis,American Athletic,0.1,8,5,8-5,11.22,-3.22,-6.4,4.0,46,13
73,Indiana,Big Ten,0.1,5,7,5-7,9.47,-4.47,4.5,0.3,65,12
74,South Florida,American Athletic,0.1,7,5,7-5,10.74,-3.74,-5.7,-7.4,95,12
75,Southern Miss,Conference USA,0.0,6,5,6-5,10.32,-4.32,-10.9,-5.2,91,11
76,Air Force,Mountain West,0.0,5,7,5-7,10.93,-5.93,-5.1,-1.7,76,12
77,Texas State,Sun Belt,0.0,3,9,3-9,11.61,-8.61,-11.1,-15.3,113,12
78,Toledo,Mid-American,0.0,7,5,7-5,11.17,-4.17,-7.5,-4.0,86,12
79,Tulane,American Athletic,0.0,6,6,6-6,10.66,-4.66,-3.7,-4.1,87,12
80,Tulsa,American Athletic,0.0,3,9,3-9,10.92,-7.92,-5.4,-9.9,101,12
81,UCLA,Pac-12,0.0,3,9,3-9,9.29,-6.29,7.5,0.8,62,12
82,South Alabama,Sun Belt,0.0,3,9,3-9,11.05,-8.05,-5.9,-20.3,126,12
83,UL Monroe,Sun Belt,0.0,6,6,6-6,11.01,-5.01,-7.8,-8.6,97,12
84,UNLV,Mountain West,0.0,4,8,4-8,10.9,-6.9,-5.8,-14.5,111,12
85,USC,Pac-12,0.0,5,7,5-7,9.8,-4.8,2.9,3.7,47,12
86,UTEP,Conference USA,0.0,1,11,1-11,11.66,-10.66,-11.7,-22.3,127,12
87,UTSA,Conference USA,0.0,3,9,3-9,11.34,-8.34,-7.0,-24.1,128,12
88,Virginia Tech,ACC,0.0,6,6,6-6,10.55,-4.55,-1.0,-4.3,90,12
89,Western Kentucky,Conference USA,0.0,3,9,3-9,11.44,-8.44,-10.2,-14.3,110,12
90,Western Michigan,Mid-American,0.0,7,5,7-5,10.85,-3.85,-6.2,-8.8,98,12
91,UConn,American Athletic,0.0,1,11,1-11,10.46,-9.46,-2.4,-27.2,130,12
92,Navy,American Athletic,0.0,3,10,3-10,10.98,-7.98,-0.1,-9.9,102,13
93,San José State,Mountain West,0.0,1,11,1-11,10.29,-9.29,-1.9,-15.9,115,12
94,Colorado State,Mountain West,0.0,3,9,3-9,10.56,-7.56,-3.2,-11.3,106,12
95,Illinois,Big Ten,0.0,4,8,4-8,10.34,-6.34,-0.7,-11.3,105,12
96,Hawai'i,Mountain West,0.0,8,5,8-5,11.89,-3.89,-6.3,-8.3,96,13
97,Georgia State,Sun Belt,0.0,2,10,2-10,11.0,-9.0,-5.8,-18.0,123,12
98,Florida International,Conference USA,0.0,8,4,8-4,11.48,-3.48,-10.9,-7.1,94,12
99,Florida Atlantic,Conference USA,0.0,5,7,5-7,10.5,-5.5,-4.9,-1.2,73,12
100,Eastern Michigan,Mid-American,0.0,7,5,7-5,11.38,-4.38,-7.9,-2.8,81,12
101,East Carolina,American Athletic,0.0,3,9,3-9,10.46,-7.46,-3.6,-12.1,107,12
102,Colorado,Pac-12,0.0,5,7,5-7,10.13,-5.13,0.2,-2.5,80,12
103,SMU,American Athletic,0.0,5,7,5-7,10.08,-5.08,-1.9,-9.2,100,12
104,Coastal Carolina,Sun Belt,0.0,5,7,5-7,11.24,-6.24,-6.9,-17.6,121,12
105,Charlotte,Conference USA,0.0,5,7,5-7,11.31,-6.31,-6.9,-10.2,103,12
106,Central Michigan,Mid-American,0.0,1,11,1-11,11.01,-10.01,-6.3,-16.0,116,12
107,Bowling Green,Mid-American,0.0,3,9,3-9,11.21,-8.21,-6.4,-19.1,124,12
108,Ball State,Mid-American,0.0,4,8,4-8,10.93,-6.93,-6.1,-14.1,109,12
109,Arkansas,SEC,0.0,2,10,2-10,7.9,-5.9,8.0,-2.1,78,12
110,Arizona,Pac-12,0.0,5,7,5-7,10.41,-5.41,-0.1,0.8,61,12
111,Kansas,Big 12,0.0,3,9,3-9,9.87,-6.87,0.9,-4.0,85,12
112,Kent State,Mid-American,0.0,2,10,2-10,10.98,-8.98,-6.1,-16.9,120,12
113,Liberty,FBS Independents,0.0,6,6,6-6,11.16,-5.16,-10.7,-16.4,118,12
114,Louisiana,Sun Belt,0.0,7,6,7-6,10.53,-3.53,-3.9,-5.7,92,13
115,Rutgers,Big Ten,0.0,1,11,1-11,9.55,-8.55,3.7,-11.2,104,12
116,Rice,Conference USA,0.0,2,11,2-11,12.02,-10.02,-8.1,-25.4,129,13
117,Oregon State,Pac-12,0.0,2,10,2-10,9.73,-7.73,2.9,-16.3,117,12
118,Old Dominion,Conference USA,0.0,4,8,4-8,11.72,-7.72,-10.5,-18.0,122,12
119,North Carolina,ACC,0.0,2,9,2-9,9.62,-7.62,-0.5,-6.2,93,11
120,New Mexico State,FBS Independents,0.0,3,9,3-9,11.23,-8.23,-9.1,-20.3,125,12
121,New Mexico,Mountain West,0.0,3,9,3-9,10.68,-7.68,-4.4,-15.8,114,12
122,Nevada,Mountain West,0.0,7,5,7-5,11.0,-4.0,-5.9,-3.2,82,12
123,Nebraska,Big Ten,0.0,4,8,4-8,9.42,-5.42,2.8,5.3,42,12
124,Akron,Mid-American,0.0,4,8,4-8,10.8,-6.8,-5.2,-13.8,108,12
125,Miami (OH),Mid-American,0.0,6,6,6-6,11.18,-5.18,-5.2,-4.3,89,12
126,Massachusetts,FBS Independents,0.0,4,8,4-8,10.63,-6.63,-6.7,-14.6,112,12
127,Marshall,Conference USA,0.0,8,4,8-4,11.54,-3.54,-9.1,-4.2,88,12
128,Louisville,ACC,0.0,2,10,2-10,8.98,-6.98,5.1,-16.6,119,12
129,Louisiana Tech,Conference USA,0.0,7,5,7-5,10.38,-3.38,-8.3,-8.8,99,12
130,Wyoming,Mountain West,0.0,6,6,6-6,10.15,-4.15,-3.0,-0.2,69,12
