sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
78,Arkansas State,Sun Belt,0.0,6,6,6-6,10.97,-4.97,-6.6,-3.4,71,12
79,UL Monroe,Sun Belt,0.0,4,8,4-8,10.89,-6.89,-5.8,-14.3,105,12
80,UNLV,Mountain West,0.0,5,7,5-7,10.29,-5.29,-0.9,-9.5,95,12
81,Baylor,Big 12,0.0,4,8,4-8,8.12,-4.12,4.9,3.2,46,12
82,UTEP,Conference USA,0.0,5,7,5-7,10.16,-5.16,-2.5,-9.0,94,12
83,Virginia,ACC,0.0,5,7,5-7,9.81,-4.81,2.3,-0.9,58,12
84,UCLA,Pac-10,0.0,4,8,4-8,9.3,-5.3,4.0,0.4,56,12
85,Kansas State,Big 12,0.0,5,7,5-7,9.35,-4.35,0.7,-6.4,85,12
86,San José State,Western Athletic,0.0,6,6,6-6,10.57,-4.57,-5.4,-12.3,103,12
87,Miami (OH),Mid-American,0.0,2,10,2-10,11.42,-9.42,-6.6,-20.3,117,12
88,NC State,ACC,0.0,6,7,6-7,11.25,-5.25,1.1,-2.5,68,13
89,Idaho,Western Athletic,0.0,2,10,2-10,10.85,-8.85,-5.5,-21.4,120,12
90,Mississippi State,SEC,0.0,4,8,4-8,9.69,-5.69,1.4,-8.2,91,12
91,Middle Tennessee,Sun Belt,0.0,5,7,5-7,11.52,-6.52,-7.5,-11.1,98,12
92,Illinois,Big Ten,0.0,5,7,5-7,9.62,-4.62,0.8,6.9,31,12
93,Michigan,Big Ten,0.0,3,9,3-9,9.6,-6.6,2.9,-3.5,72,12
94,Memphis,Conference USA,0.0,6,7,6-7,11.81,-5.81,-5.5,-6.1,83,13
95,Akron,Mid-American,0.0,5,7,5-7,11.24,-6.24,-6.6,-8.5,93,12
96,Indiana,Big Ten,0.0,3,9,3-9,9.95,-6.95,0.9,-18.0,115,12
97,Marshall,Conference USA,0.0,4,8,4-8,10.36,-6.36,-0.8,-11.1,99,12
98,Louisville,Big East,0.0,5,7,5-7,10.84,-5.84,-2.3,-3.9,74,12
99,Louisiana Tech,Western Athletic,0.0,8,5,8-5,11.68,-3.68,-6.6,-8.1,90,13
100,Louisiana,Sun Belt,0.0,6,6,6-6,11.24,-5.24,-5.8,-10.1,96,12
101,Iowa State,Big 12,0.0,2,10,2-10,9.83,-7.83,0.7,-11.2,101,12
102,Navy,FBS Independents,0.0,8,5,8-5,12.23,-4.23,-5.7,-2.5,67,13
103,Nevada,Western Athletic,0.0,7,6,7-6,11.25,-4.25,-4.3,4.2,42,13
104,San Diego State,Mountain West,0.0,2,10,2-10,10.43,-8.43,-3.8,-17.5,114,12
105,Florida International,Sun Belt,0.0,5,7,5-7,10.64,-5.64,-4.9,-7.7,88,12
106,SMU,Conference USA,0.0,1,11,1-11,9.89,-8.89,-0.7,-14.8,108,12
107,Kent State,Mid-American,0.0,4,8,4-8,11.51,-7.51,-8.3,-8.1,89,12
108,Purdue,Big Ten,0.0,4,8,4-8,9.73,-5.73,0.9,1.6,51,12
109,Duke,ACC,0.0,4,8,4-8,10.73,-6.73,-0.9,-6.1,81,12
110,Eastern Michigan,Mid-American,0.0,3,9,3-9,11.35,-8.35,-7.4,-16.1,112,12
111,Florida Atlantic,Sun Belt,0.0,7,6,7-6,11.61,-4.61,-5.1,-6.1,82,13
112,Fresno State,Western Athletic,0.0,7,6,7-6,11.54,-4.54,-4.0,-2.3,66,13
113,New Mexico,Mountain West,0.0,4,8,4-8,10.1,-6.1,-0.5,-1.5,62,12
114,Hawai'i,Western Athletic,0.0,7,7,7-7,11.64,-4.64,-3.4,-1.7,64,14
115,Ohio,Mid-American,0.0,4,8,4-8,11.18,-7.18,-6.9,-5.4,80,12
116,Houston,Conference USA,0.0,8,5,8-5,11.85,-3.85,-5.8,9.9,25,13
117,Northern Illinois,Mid-American,0.0,6,7,6-7,12.38,-6.38,-7.9,-6.7,86,13
118,North Texas,Sun Belt,0.0,1,11,1-11,10.97,-9.97,-4.5,-15.3,109,12
119,New Mexico State,Western Athletic,0.0,3,9,3-9,10.61,-7.61,-4.6,-15.5,110,12
120,Wyoming,Mountain West,0.0,4,8,4-8,10.29,-6.29,-2.1,-6.4,84,12
