sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
48,Michigan State,Big Ten,1.5,5,7,5-7,7.95,-2.95,7.5,1.3,62,12
49,Arkansas,SEC,1.5,6,6,6-6,9.19,-3.19,5.3,6.5,38,12
50,Auburn,SEC,1.4,5,7,5-7,8.04,-3.04,8.5,6.4,40,12
51,West Virginia,Big 12,1.4,5,7,5-7,8.36,-3.36,7.4,5.1,49,12
52,Wake Forest,ACC,1.1,7,5,7-5,10.01,-3.01,0.9,6.5,39,12
53,SMU,American Athletic,1.1,7,5,7-5,10.02,-3.02,0.8,2.6,56,12
54,Coastal Carolina,Sun Belt,1.0,9,3,9-3,11.35,-2.35,-6.6,-5.4,86,12
55,Wisconsin,Big Ten,0.8,6,6,6-6,9.34,-3.34,3.3,9.8,30,12
56,Duke,ACC,0.8,8,4,8-4,10.78,-2.78,-3.1,5.6,46,12
57,Vanderbilt,SEC,0.6,5,7,5-7,8.42,-3.42,5.1,-4.4,83,12
58,James Madison,Sun Belt,0.6,8,3,8-3,10.34,-2.34,-7.6,4.8,50,11
59,Fresno State,Mountain West,0.5,9,4,9-4,11.8,-2.8,-8.1,-0.2,66,13
60,Houston,American Athletic,0.4,7,5,7-5,10.47,-3.47,-0.3,7.0,36,12
61,Texas A&M,SEC,0.2,5,7,5-7,9.15,-4.15,3.0,5.2,48,12
62,Marshall,Sun Belt,0.2,8,4,8-4,11.16,-3.16,-6.9,1.2,63,12
63,Georgia Tech,ACC,0.2,5,7,5-7,8.88,-3.88,4.5,-3.7,79,12
64,Iowa State,Big 12,0.2,4,8,4-8,8.44,-4.44,7.3,6.9,37,12
65,BYU,FBS Independents,0.2,7,5,7-5,10.54,-3.54,-2.3,-1.8,70,12
66,Ohio,Mid-American,0.1,9,4,9-4,11.93,-2.93,-8.3,-4.4,81,13
67,Air Force,Mountain West,0.1,9,3,9-3,11.74,-2.74,-12.5,2.0,57,12
68,East Carolina,American Athletic,0.1,7,5,7-5,10.78,-3.78,-2.3,0.3,65,12
69,Indiana,Big Ten,0.1,4,8,4-8,8.55,-4.55,6.6,-2.6,74,12
70,Boise State,Mountain West,0.1,9,4,9-4,12.23,-3.23,-9.0,4.2,51,13
71,Arizona,Pac-12,0.1,5,7,5-7,9.41,-4.41,2.6,-0.7,67,12
72,Tulsa,American Athletic,0.0,5,7,5-7,10.64,-5.64,-2.9,-3.7,78,12
73,UConn,FBS Independents,0.0,6,6,6-6,10.74,-4.74,-7.3,-12.0,109,12
74,Buffalo,Mid-American,0.0,6,6,6-6,11.41,-5.41,-10.1,-6.8,93,12
75,California,Pac-12,0.0,4,8,4-8,9.68,-5.68,1.1,-2.1,72,12
76,UAB,Conference USA,0.0,6,6,6-6,11.1,-5.1,-8.5,-2.0,71,12
77,Central Michigan,Mid-American,0.0,4,8,4-8,10.94,-6.94,-7.5,-11.9,108,12
78,UNLV,Mountain West,0.0,5,7,5-7,11.34,-6.34,-9.6,-12.8,112,12
79,Charlotte,Conference USA,0.0,3,9,3-9,11.29,-8.29,-9.4,-20.9,127,12
80,Toledo,Mid-American,0.0,8,5,8-5,11.98,-3.98,-9.7,-2.7,75,13
81,Colorado,Pac-12,0.0,1,11,1-11,8.53,-7.53,8.7,-16.9,121,12
82,Texas State,Sun Belt,0.0,4,8,4-8,11.12,-7.12,-8.6,-12.4,111,12
83,Colorado State,Mountain West,0.0,3,9,3-9,10.53,-7.53,-7.8,-17.0,122,12
84,UL Monroe,Sun Belt,0.0,4,8,4-8,10.12,-6.12,-3.3,-14.6,117,12
85,Nebraska,Big Ten,0.0,4,8,4-8,9.43,-5.43,3.3,0.6,64,12
86,Eastern Michigan,Mid-American,0.0,8,4,8-4,11.78,-3.78,-12.5,-9.6,102,12
87,UTEP,Conference USA,0.0,5,7,5-7,11.41,-6.41,-11.8,-13.0,113,12
88,Boston College,ACC,0.0,3,9,3-9,9.81,-6.81,1.5,-6.9,94,12
89,Utah State,Mountain West,0.0,6,6,6-6,10.84,-4.84,-8.7,-12.1,110,12
90,Ball State,Mid-American,0.0,5,7,5-7,11.05,-6.05,-8.5,-13.4,114,12
91,Virginia,ACC,0.0,3,7,3-7,8.36,-5.36,0.5,-6.0,88,10
92,Virginia Tech,ACC,0.0,3,8,3-8,9.79,-6.79,-2.5,-7.2,95,11
93,Army,FBS Independents,0.0,6,6,6-6,11.3,-5.3,-8.7,-5.9,87,12
94,Arkansas State,Sun Belt,0.0,3,9,3-9,10.67,-7.67,-5.7,-17.3,123,12
95,Arizona State,Pac-12,0.0,3,9,3-9,9.74,-6.74,1.3,-3.5,77,12
96,Western Kentucky,Conference USA,0.0,8,5,8-5,12.37,-4.37,-10.5,-1.0,68,13
97,Western Michigan,Mid-American,0.0,5,7,5-7,11.43,-6.43,-8.1,-16.5,120,12
98,App State,Sun Belt,0.0,6,6,6-6,11.24,-5.24,-6.4,-1.6,69,12
99,Bowling Green,Mid-American,0.0,6,6,6-6,10.95,-4.95,-6.8,-10.3,103,12
100,Temple,American Athletic,0.0,3,9,3-9,10.81,-7.81,-4.0,-8.9,100,12
101,Nevada,Mountain West,0.0,2,10,2-10,11.28,-9.28,-8.7,-17.9,124,12
102,Louisiana Tech,Conference USA,0.0,3,9,3-9,10.94,-7.94,-8.5,-20.0,126,12
103,New Mexico,Mountain West,0.0,2,10,2-10,11.04,-9.04,-7.8,-25.6,130,12
104,New Mexico State,FBS Independents,0.0,6,6,6-6,10.96,-4.96,-13.4,-17.9,125,12
105,Navy,American Athletic,0.0,4,8,4-8,10.54,-6.54,-0.8,-2.4,73,12
106,North Texas,Conference USA,0.0,7,6,7-6,12.3,-5.3,-9.2,-8.3,99,13
107,Northern Illinois,Mid-American,0.0,3,9,3-9,11.46,-8.46,-9.4,-13.8,116,12
108,Northwestern,Big Ten,0.0,1,11,1-11,8.43,-7.43,6.4,-5.0,85,12
109,Akron,Mid-American,0.0,2,10,2-10,10.9,-8.9,-7.0,-15.8,118,12
110,Middle Tennessee,Conference USA,0.0,7,5,7-5,11.51,-4.51,-11.2,-11.3,105,12
111,Miami (OH),Mid-American,0.0,6,6,6-6,11.34,-5.34,-8.8,-13.4,115,12
112,Miami,ACC,0.0,5,7,5-7,10.26,-5.26,-0.7,-4.7,84,12
113,Memphis,American Athletic,0.0,6,6,6-6,10.5,-4.5,-2.3,1.5,60,12
114,Old Dominion,Sun Belt,0.0,3,9,3-9,11.26,-8.26,-3.6,-11.3,106,12
115,Massachusetts,FBS Independents,0.0,1,11,1-11,11.24,-10.24,-8.0,-24.9,129,12
116,Louisiana,Sun Belt,0.0,6,6,6-6,11.09,-5.09,-7.6,-6.1,89,12
117,Florida Atlantic,Conference USA,0.0,5,7,5-7,11.41,-6.41,-9.8,-7.8,97,12
118,Liberty,FBS Independents,0.0,8,4,8-4,11.36,-3.36,-9.6,-3.1,76,12
119,Kent State,Mid-American,0.0,5,7,5-7,10.23,-5.23,-4.3,-7.9,98,12
120,Rice,Conference USA,0.0,5,7,5-7,11.0,-6.0,-7.0,-15.9,119,12
121,Rutgers,Big Ten,0.0,4,8,4-8,8.66,-4.66,5.1,-7.2,96,12
122,Hawai'i,Mountain West,0.0,3,10,3-10,11.88,-8.88,-8.1,-22.8,128,13
123,San Diego State,Mountain West,0.0,7,5,7-5,10.89,-3.89,-7.4,-6.4,91,12
124,San José State,Mountain West,0.0,7,4,7-4,10.57,-3.57,-12.5,-4.2,80,11
125,Georgia State,Sun Belt,0.0,4,8,4-8,11.16,-7.16,-5.1,-4.4,82,12
126,Georgia Southern,Sun Belt,0.0,6,6,6-6,11.33,-5.33,-5.2,-6.5,92,12
127,South Florida,American Athletic,0.0,1,11,1-11,10.1,-9.1,1.1,-10.8,104,12
128,Southern Miss,Sun Belt,0.0,6,6,6-6,11.25,-5.25,-6.8,-9.4,101,12
129,Stanford,Pac-12,0.0,3,9,3-9,8.98,-5.98,5.0,-6.3,90,12
130,Florida International,Conference USA,0.0,4,8,4-8,11.75,-7.75,-12.5,-27.6,131,12
131,Wyoming,Mountain West,0.0,7,5,7-5,11.01,-4.01,-7.6,-11.4,107,12
