sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
80,Virginia,ACC,0.0,4,8,4-8,10.05,-6.05,-1.2,-4.7,78,12
81,Arkansas State,Sun Belt,0.0,4,8,4-8,10.77,-6.77,-5.1,-3.5,75,12
82,Wake Forest,ACC,0.0,3,9,3-9,9.44,-6.44,2.4,-12.0,98,12
83,Washington State,Pac-10,0.0,2,10,2-10,8.28,-6.28,8.0,-5.3,79,12
84,Idaho,Western Athletic,0.0,6,7,6-7,11.05,-5.05,-4.2,-5.3,80,13
85,Western Kentucky,Sun Belt,0.0,2,10,2-10,10.97,-8.97,-4.9,-15.8,109,12
86,Western Michigan,Mid-American,0.0,6,6,6-6,11.37,-5.37,-12.1,-7.3,84,12
87,Houston,Conference USA,0.0,5,7,5-7,10.92,-5.92,-4.4,-2.9,70,12
88,Temple,Mid-American,0.0,8,4,8-4,11.55,-3.55,-11.5,-7.8,87,12
89,Bowling Green,Mid-American,0.0,2,10,2-10,11.46,-9.46,-8.0,-24.5,118,12
90,Louisiana,Sun Belt,0.0,3,9,3-9,10.79,-7.79,-4.1,-14.8,106,12
91,Cincinnati,Big East,0.0,4,8,4-8,10.19,-6.19,0.8,2.1,55,12
92,East Carolina,Conference USA,0.0,6,7,6-7,11.16,-5.16,-0.0,-2.9,69,13
93,Duke,ACC,0.0,3,9,3-9,9.75,-6.75,2.0,-7.6,85,12
94,Middle Tennessee,Sun Belt,0.0,6,7,6-7,12.59,-6.59,-9.5,-11.4,95,13
95,Akron,Mid-American,0.0,1,11,1-11,11.56,-10.56,-9.4,-26.4,120,12
96,Colorado State,Mountain West,0.0,3,9,3-9,10.1,-7.1,-1.1,-15.1,107,12
97,New Mexico,Mountain West,0.0,1,11,1-11,9.83,-8.83,-1.1,-21.1,114,12
98,New Mexico State,Western Athletic,0.0,2,10,2-10,10.4,-8.4,-3.1,-21.6,115,12
99,Florida Atlantic,Sun Belt,0.0,4,8,4-8,11.21,-7.21,-5.2,-17.7,112,12
100,North Texas,Sun Belt,0.0,3,9,3-9,11.46,-8.46,-7.0,-12.0,97,12
101,Northwestern,Big Ten,0.0,7,6,7-6,11.63,-4.63,-3.6,-3.4,73,13
102,Memphis,Conference USA,0.0,1,11,1-11,10.88,-9.88,-2.1,-16.7,111,12
103,Ohio,Mid-American,0.0,8,5,8-5,12.21,-4.21,-12.9,-10.7,93,13
104,Colorado,Big 12,0.0,5,7,5-7,9.73,-4.73,2.8,-3.1,72,12
105,Ole Miss,SEC,0.0,4,8,4-8,8.82,-4.82,3.2,0.9,61,12
106,Eastern Michigan,Mid-American,0.0,2,10,2-10,11.08,-9.08,-7.5,-24.8,119,12
107,Central Michigan,Mid-American,0.0,3,9,3-9,11.06,-8.06,-9.4,-10.8,94,12
108,Georgia Tech,ACC,0.0,6,7,6-7,10.81,-4.81,-0.3,1.2,58,13
109,Florida International,Sun Belt,0.0,7,6,7-6,11.86,-4.86,-5.9,-0.7,66,13
110,Marshall,Conference USA,0.0,5,7,5-7,10.5,-5.5,-4.0,-12.3,99,12
111,Purdue,Big Ten,0.0,4,8,4-8,9.93,-5.93,-1.0,-12.8,101,12
112,Rice,Conference USA,0.0,4,8,4-8,11.13,-7.13,-3.1,-13.9,104,12
113,Rutgers,Big East,0.0,4,8,4-8,10.47,-6.47,-0.2,-10.7,92,12
114,SMU,Conference USA,0.0,7,7,7-7,12.63,-5.63,-3.1,2.1,56,14
115,Louisville,Big East,0.0,7,6,7-6,11.57,-4.57,-1.4,3.5,46,13
116,San José State,Western Athletic,0.0,1,12,1-12,9.83,-8.83,0.6,-12.9,102,13
117,Buffalo,Mid-American,0.0,2,10,2-10,11.45,-9.45,-11.6,-21.6,116,12
118,Louisiana Tech,Western Athletic,0.0,5,7,5-7,9.83,-4.83,-0.5,-7.8,86,12
119,Southern Miss,Conference USA,0.0,8,5,8-5,11.84,-3.84,-5.7,4.6,44,13
120,Wyoming,Mountain West,0.0,3,9,3-9,9.69,-6.69,-0.8,-13.9,105,12
