sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
85,Virginia Tech,ACC,0.0,6,7,6-7,11.29,-5.29,0.1,-3.3,83,13
86,Western Kentucky,Conference USA,0.0,3,9,3-9,11.3,-8.3,-9.2,-13.2,107,12
87,Western Michigan,Mid-American,0.0,7,6,7-6,11.78,-4.78,-6.0,-11.9,106,13
88,San José State,Mountain West,0.0,1,11,1-11,10.24,-9.24,-1.7,-15.5,116,12
89,Navy,American Athletic,0.0,3,10,3-10,11.23,-8.23,-1.3,-11.2,104,13
90,SMU,American Athletic,0.0,5,7,5-7,10.35,-5.35,-3.4,-10.8,102,12
91,Kansas,Big 12,0.0,3,9,3-9,9.7,-6.7,1.7,-3.1,80,12
92,Houston,American Athletic,0.0,8,5,8-5,12.29,-4.29,-7.6,-3.6,86,13
93,Hawai'i,Mountain West,0.0,8,6,8-6,12.71,-4.71,-5.8,-9.1,97,14
94,Georgia State,Sun Belt,0.0,2,10,2-10,11.09,-9.09,-6.3,-18.5,123,12
95,Florida International,Conference USA,0.0,9,4,9-4,12.5,-3.5,-10.2,-5.5,91,13
96,Florida Atlantic,Conference USA,0.0,5,7,5-7,10.52,-5.52,-4.3,-0.5,71,12
97,Eastern Michigan,Mid-American,0.0,7,6,7-6,12.39,-5.39,-8.4,-3.7,87,13
98,East Carolina,American Athletic,0.0,3,9,3-9,10.83,-7.83,-5.4,-14.0,108,12
99,Colorado State,Mountain West,0.0,3,9,3-9,10.45,-7.45,-2.9,-10.8,103,12
100,Colorado,Pac-12,0.0,5,7,5-7,10.3,-5.3,-0.4,-3.3,82,12
101,Coastal Carolina,Sun Belt,0.0,5,7,5-7,11.27,-6.27,-6.9,-17.5,122,12
102,Charlotte,Conference USA,0.0,5,7,5-7,11.22,-6.22,-6.1,-9.3,98,12
103,Central Michigan,Mid-American,0.0,1,11,1-11,11.12,-10.12,-7.3,-17.1,119,12
104,Bowling Green,Mid-American,0.0,3,9,3-9,11.29,-8.29,-7.2,-20.0,125,12
105,Ball State,Mid-American,0.0,4,8,4-8,11.0,-7.0,-6.9,-15.0,112,12
106,Arkansas State,Sun Belt,0.0,8,5,8-5,11.67,-3.67,-7.7,-0.2,70,13
107,Arkansas,SEC,0.0,2,10,2-10,7.88,-5.88,7.7,-2.4,76,12
108,Arizona,Pac-12,0.0,5,7,5-7,10.62,-5.62,-1.0,-0.1,69,12
109,Illinois,Big Ten,0.0,4,8,4-8,10.11,-6.11,-0.1,-10.5,100,12
110,Kent State,Mid-American,0.0,2,10,2-10,10.99,-8.99,-6.5,-17.4,120,12
111,Rutgers,Big Ten,0.0,1,11,1-11,9.49,-8.49,4.0,-10.7,101,12
112,Liberty,FBS Independents,0.0,6,6,6-6,10.94,-4.94,-9.7,-15.1,115,12
113,Rice,Conference USA,0.0,2,11,2-11,11.96,-9.96,-7.6,-24.6,129,13
114,Oregon State,Pac-12,0.0,2,10,2-10,9.9,-7.9,2.3,-16.9,118,12
115,Old Dominion,Conference USA,0.0,4,8,4-8,11.7,-7.7,-9.9,-17.4,121,12
116,Northern Illinois,Mid-American,0.0,8,6,8-6,12.61,-4.61,-2.7,-3.2,81,14
117,North Texas,Conference USA,0.0,9,4,9-4,12.3,-3.3,-10.5,-2.3,74,13
118,North Carolina,ACC,0.0,2,9,2-9,9.58,-7.58,-0.4,-6.0,92,11
119,New Mexico State,FBS Independents,0.0,3,9,3-9,11.1,-8.1,-8.2,-19.3,124,12
120,New Mexico,Mountain West,0.0,3,9,3-9,10.51,-7.51,-3.7,-15.1,114,12
121,Nevada,Mountain West,0.0,8,5,8-5,11.98,-3.98,-5.8,-2.8,79,13
122,Nebraska,Big Ten,0.0,4,8,4-8,9.29,-5.29,3.4,6.0,41,12
123,Akron,Mid-American,0.0,4,8,4-8,10.83,-6.83,-5.7,-14.4,110,12
124,Miami (OH),Mid-American,0.0,6,6,6-6,11.14,-5.14,-5.4,-4.5,90,12
125,Memphis,American Athletic,0.0,8,6,8-6,12.41,-4.41,-7.3,1.9,60,14
126,Massachusetts,FBS Independents,0.0,4,8,4-8,10.62,-6.62,-6.6,-14.5,111,12
127,Marshall,Conference USA,0.0,9,4,9-4,12.52,-3.52,-8.7,-2.6,77,13
128,Louisville,ACC,0.0,2,10,2-10,8.91,-6.91,5.4,-16.1,117,12
129,Louisiana,Sun Belt,0.0,7,7,7-7,11.48,-4.48,-3.9,-6.9,95,14
130,Wyoming,Mountain West,0.0,6,6,6-6,10.18,-4.18,-2.9,-0.0,68,12
