sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
111,Illinois,Big Ten,0.0,3,9,3-9,9.98,-6.98,0.9,-4.6,82,12
112,Purdue,Big Ten,0.0,5,7,5-7,9.85,-4.85,2.5,1.1,56,12
113,Rice,Conference USA,0.0,2,10,2-10,10.33,-8.33,-1.1,-20.8,115,12
114,Hawai'i,Western Athletic,0.0,6,7,6-7,11.4,-5.4,-6.5,-8.3,93,13
115,San Diego State,Mountain West,0.0,4,8,4-8,10.06,-6.06,-3.7,-5.3,86,12
116,San José State,Western Athletic,0.0,2,10,2-10,10.1,-8.1,-2.4,-23.1,117,12
117,Florida International,Sun Belt,0.0,3,9,3-9,9.94,-6.94,-3.7,-17.4,113,12
118,Florida Atlantic,Sun Belt,0.0,5,7,5-7,10.81,-5.81,-7.0,-12.5,103,12
119,Syracuse,Big East,0.0,4,8,4-8,10.3,-6.3,-1.4,-0.9,65,12
120,Southern Miss,Conference USA,0.0,7,6,7-6,11.91,-4.91,-5.5,-4.8,84,13
